k1_slp1,k1_iast,lexicographer_only_any,botanical_only,dcs_attested,dcs_band,dcs_band_label,clean_confirmation
kuzWaGnI,kuṣṭhaghnī,yes,yes,yes,2,rare(2-9),yes
kuzWaganDi,kuṣṭhagandhi,yes,yes,no,,,no
kuzWakaRwaka,kuṣṭhakaṇṭaka,no,yes,no,,,no
kuzWakanda,kuṣṭhakanda,no,yes,no,,,no
kuzWaketu,kuṣṭhaketu,yes,yes,yes,1,hapax(1),yes
kuzWanASana,kuṣṭhanāśana,yes,no,yes,2,rare(2-9),no
kuzWanASinI,kuṣṭhanāśinī,yes,yes,yes,2,rare(2-9),yes
kuzWasUdana,kuṣṭhasūdana,yes,yes,yes,1,hapax(1),yes
kuzmARqI,kuṣmāṇḍī,yes,no,yes,2,rare(2-9),no
kuzmARqa,kuṣmāṇḍa,no,no,yes,3,uncommon(10-99),no
kuzmARqaka,kuṣmāṇḍaka,no,no,yes,2,rare(2-9),no
kvaNgu,kvaṅgu,yes,yes,no,,,no
kvaTitA,kvathitā,no,yes,no,,,no
kzAraSrezWa,kṣāraśreṣṭha,yes,no,yes,2,rare(2-9),no
kzAradalA,kṣāradalā,yes,yes,yes,1,hapax(1),yes
kzAradru,kṣāradru,yes,yes,no,,,no
kzAramaDya,kṣāramadhya,yes,yes,no,,,no
kzArazawka,kṣāraṣaṭka,no,yes,yes,1,hapax(1),no
kzIrAvI,kṣīrāvī,yes,yes,yes,1,hapax(1),yes
kzIrAvikA,kṣīrāvikā,yes,yes,no,,,no
kzIrI,kṣīrī,yes,no,yes,2,rare(2-9),no
kzIraPala,kṣīraphala,no,yes,yes,1,hapax(1),no
kzIraSIrza,kṣīraśīrṣa,yes,yes,yes,2,rare(2-9),yes
kzIraSfNgI,kṣīraśṛṅgī,no,yes,no,,,no
kzIraSukla,kṣīraśukla,yes,no,yes,2,rare(2-9),no
kzIracCada,kṣīracchada,no,yes,no,,,no
kzIradAru,kṣīradāru,no,yes,no,,,no
kzIragucCaPala,kṣīragucchaphala,yes,yes,no,,,no
kzIrakaYcukin,kṣīrakañcukin,yes,yes,yes,2,rare(2-9),yes
kzIrakanda,kṣīrakanda,yes,yes,yes,3,uncommon(10-99),yes
kzIramocaka,kṣīramocaka,yes,yes,no,,,no
kzIranASa,kṣīranāśa,no,yes,no,,,no
kzIrapuzpI,kṣīrapuṣpī,no,yes,yes,1,hapax(1),no
kzIriRI,kṣīriṇī,no,no,yes,3,uncommon(10-99),no
kzOdra,kṣaudra,no,no,yes,4,common(100-999),no
kzOdrapriya,kṣaudrapriya,yes,yes,yes,1,hapax(1),yes
kzOmI,kṣaumī,yes,yes,no,,,no
kzamA,kṣamā,yes,no,yes,4,common(100-999),no
kzamAdaMSa,kṣamādaṃśa,yes,yes,yes,1,hapax(1),yes
kzataGna,kṣataghna,no,no,no,,,no
kzatahara,kṣatahara,yes,yes,no,,,no
kzatakft,kṣatakṛt,no,yes,no,,,no
kzataviDvaMsin,kṣatavidhvaṃsin,yes,yes,no,,,no
kzatra,kṣatra,yes,no,yes,4,common(100-999),no
kzatravfkza,kṣatravṛkṣa,yes,yes,no,,,no
kzatriyavarA,kṣatriyavarā,yes,yes,yes,2,rare(2-9),yes
kzava,kṣava,yes,no,yes,3,uncommon(10-99),no
kzavaka,kṣavaka,yes,no,yes,3,uncommon(10-99),no
kzavakft,kṣavakṛt,no,yes,no,,,no
kzavikA,kṣavikā,yes,no,yes,2,rare(2-9),no
kzayanASinI,kṣayanāśinī,yes,yes,no,,,no
kzayataru,kṣayataru,yes,yes,no,,,no
kzemaPalA,kṣemaphalā,yes,yes,no,,,no
kzetrAmalakI,kṣetrāmalakī,yes,yes,no,,,no
kzetradUtikA,kṣetradūtikā,no,yes,yes,2,rare(2-9),no
kzetraparpawa,kṣetraparpaṭa,yes,yes,no,,,no
kzetrasamBava,kṣetrasambhava,yes,yes,yes,2,rare(2-9),yes
kzetrekzu,kṣetrekṣu,yes,yes,yes,1,hapax(1),yes
kzetriRI,kṣetriṇī,yes,yes,yes,2,rare(2-9),yes
kzipragarBa,kṣipragarbha,no,yes,no,,,no
kziprapAkin,kṣiprapākin,yes,yes,no,,,no
kzitikzama,kṣitikṣama,yes,yes,yes,1,hapax(1),yes
kzuRa,kṣuṇa,yes,yes,no,,,no
kzudrA,kṣudrā,yes,no,yes,3,uncommon(10-99),no
kzudrAgnimanTa,kṣudrāgnimantha,yes,yes,yes,1,hapax(1),yes
kzudrAmalaka,kṣudrāmalaka,yes,yes,yes,2,rare(2-9),yes
kzudrAmra,kṣudrāmra,yes,yes,yes,2,rare(2-9),yes
kzudrApAmArga,kṣudrāpāmārga,yes,yes,no,,,no
kzudrApAmArgaka,kṣudrāpāmārgaka,yes,yes,yes,1,hapax(1),yes
kzudraPalA,kṣudraphalā,yes,yes,yes,2,rare(2-9),yes
kzudraPalaka,kṣudraphalaka,yes,yes,no,,,no
kzudraSIrza,kṣudraśīrṣa,yes,yes,no,,,no
kzudraSaRapuzpikA,kṣudraśaṇapuṣpikā,yes,yes,yes,1,hapax(1),yes
kzudraSlezmAntaka,kṣudraśleṣmāntaka,yes,yes,no,,,no
kzudracampaka,kṣudracampaka,no,yes,no,,,no
kzudracirBitA,kṣudracirbhitā,yes,yes,no,,,no
kzudradurAlaBA,kṣudradurālabhā,yes,yes,no,,,no
kzudrajAtIPala,kṣudrajātīphala,yes,yes,yes,1,hapax(1),yes
kzudrakaRwakArI,kṣudrakaṇṭakārī,yes,yes,no,,,no
kzudrakaRwakI,kṣudrakaṇṭakī,no,yes,no,,,no
kzudrakzura,kṣudrakṣura,yes,yes,yes,1,hapax(1),yes
kzudramustA,kṣudramustā,yes,yes,yes,2,rare(2-9),yes
kzudrapanasa,kṣudrapanasa,no,yes,yes,1,hapax(1),no
kzudrapattrA,kṣudrapattrā,yes,yes,yes,1,hapax(1),yes
kzudrapotikA,kṣudrapotikā,yes,yes,yes,1,hapax(1),yes
kzudrarasA,kṣudrarasā,yes,yes,yes,1,hapax(1),yes
kzudraruhA,kṣudraruhā,no,yes,no,,,no
kzudrasahA,kṣudrasahā,no,no,yes,3,uncommon(10-99),no
kzudratulasI,kṣudratulasī,yes,yes,yes,1,hapax(1),yes
kzudravAstukI,kṣudravāstukī,yes,yes,yes,1,hapax(1),yes
kzudravEdehI,kṣudravaidehī,yes,yes,no,,,no
kzudravaMSA,kṣudravaṃśā,yes,yes,no,,,no
kzudreNgudI,kṣudreṅgudī,yes,yes,yes,1,hapax(1),yes
kzudrodumbarikA,kṣudrodumbarikā,yes,yes,no,,,no
kzudropodakanAmnI,kṣudropodakanāmnī,yes,yes,no,,,no
kzumA,kṣumā,yes,no,yes,2,rare(2-9),no
kzupaqoqamuzwi,kṣupaḍoḍamuṣṭi,yes,yes,no,,,no
kzurANga,kṣurāṅga,yes,yes,yes,1,hapax(1),yes
kzura,kṣura,yes,no,yes,4,common(100-999),no
kzuraka,kṣuraka,yes,no,yes,3,uncommon(10-99),no
kzurapattra,kṣurapattra,yes,yes,yes,1,hapax(1),yes
kzurapattrikA,kṣurapattrikā,yes,yes,yes,1,hapax(1),yes
kzuriRI,kṣuriṇī,yes,no,no,,,no
kzveqa,kṣveḍa,yes,no,yes,3,uncommon(10-99),no
lANgUlI,lāṅgūlī,yes,yes,yes,2,rare(2-9),yes
lANgUlikA,lāṅgūlikā,yes,yes,no,,,no
lANgUlikI,lāṅgūlikī,no,yes,no,,,no
lANgalAKya,lāṅgalākhya,no,yes,yes,2,rare(2-9),no
lANgalI,lāṅgalī,no,no,yes,4,common(100-999),no
lANgalaka,lāṅgalaka,yes,no,yes,2,rare(2-9),no
lANgalikI,lāṅgalikī,yes,yes,yes,2,rare(2-9),yes
lANgalinI,lāṅgalinī,yes,yes,yes,1,hapax(1),yes
lANgulikA,lāṅgulikā,yes,yes,no,,,no
lAba,lāba,no,no,no,,,no
lAbaka,lābaka,no,yes,no,,,no
lAja,lāja,yes,no,yes,4,common(100-999),no
lAkuca,lākuca,no,yes,yes,2,rare(2-9),no
lAkzAprasAdana,lākṣāprasādana,yes,yes,yes,2,rare(2-9),yes
lAkzAtaru,lākṣātaru,yes,yes,no,,,no
lAkzAvfkza,lākṣāvṛkṣa,yes,yes,yes,2,rare(2-9),yes
lAlA,lālā,yes,no,yes,3,uncommon(10-99),no
lAmajjaka,lāmajjaka,no,yes,yes,3,uncommon(10-99),no
lAvalI,lāvalī,yes,yes,no,,,no
laGUdumbarikA,laghūdumbarikā,yes,yes,no,,,no
laGu,laghu,yes,no,yes,5,very-common(1000+),no
laGuBUtadruma,laghubhūtadruma,yes,yes,yes,1,hapax(1),yes
laGuSIta,laghuśīta,yes,yes,yes,1,hapax(1),yes
laGuSamI,laghuśamī,no,yes,no,,,no
laGudantI,laghudantī,no,yes,no,,,no
laGuhemadugDA,laghuhemadugdhā,yes,yes,yes,1,hapax(1),yes
laGujaNgala,laghujaṅgala,yes,yes,no,,,no
laGukaNkola,laghukaṅkola,no,yes,no,,,no
laGukaRwakA,laghukaṇṭakā,no,yes,no,,,no
laGukarRikA,laghukarṇikā,yes,yes,no,,,no
laGukarkanDu,laghukarkandhu,no,yes,no,,,no
laGulaya,laghulaya,yes,yes,yes,1,hapax(1),yes
laGumAMsI,laghumāṃsī,yes,yes,yes,1,hapax(1),yes
laGumanTa,laghumantha,yes,yes,yes,1,hapax(1),yes
laGunAman,laghunāman,yes,yes,no,,,no
laGuparRikA,laghuparṇikā,yes,yes,yes,2,rare(2-9),yes
laGupattraPalA,laghupattraphalā,yes,yes,yes,1,hapax(1),yes
laGupicCila,laghupicchila,yes,yes,no,,,no
laGupuzpa,laghupuṣpa,yes,yes,yes,1,hapax(1),yes
laGusadAPalA,laghusadāphalā,yes,yes,no,,,no
laNkApikA,laṅkāpikā,yes,yes,no,,,no
laNkAsTAyin,laṅkāsthāyin,no,no,no,,,no
laYCana,lañchana,yes,yes,no,,,no
lagaRA,lagaṇā,yes,yes,no,,,no
laguqa,laguḍa,yes,no,yes,3,uncommon(10-99),no
lajakArikA,lajakārikā,no,yes,no,,,no
lajjA,lajjā,yes,no,yes,4,common(100-999),no
lajjAlu,lajjālu,no,no,yes,3,uncommon(10-99),no
lajjakA,lajjakā,yes,yes,yes,1,hapax(1),yes
lajjinI,lajjinī,yes,yes,no,,,no
lakaca,lakaca,no,yes,no,,,no
laktakarman,laktakarman,no,yes,no,,,no
lakzmI,lakṣmī,yes,no,yes,4,common(100-999),no
lakzmIPala,lakṣmīphala,yes,yes,yes,2,rare(2-9),yes
lakzmISrezWA,lakṣmīśreṣṭhā,yes,yes,yes,1,hapax(1),yes
lakzmIniketana,lakṣmīniketana,yes,yes,no,,,no
lakzmIvasati,lakṣmīvasati,no,yes,no,,,no
lakzmIvat,lakṣmīvat,yes,no,yes,3,uncommon(10-99),no
lakzmIvezwa,lakṣmīveṣṭa,yes,yes,yes,1,hapax(1),yes
lakzmaRA,lakṣmaṇā,yes,no,yes,3,uncommon(10-99),no
lalanApriya,lalanāpriya,yes,no,yes,2,rare(2-9),no
lalana,lalana,yes,no,yes,2,rare(2-9),no
lambakarRa,lambakarṇa,yes,no,yes,2,rare(2-9),no
latA,latā,yes,no,yes,4,common(100-999),no
latABadrA,latābhadrā,yes,yes,no,,,no
latAPala,latāphala,no,yes,no,,,no
latASaNkutaru,latāśaṅkutaru,no,yes,yes,1,hapax(1),no
latAdruma,latādruma,yes,yes,no,,,no
latAkaraYja,latākarañja,yes,yes,yes,2,rare(2-9),yes
latAkastUrikA,latākastūrikā,no,yes,yes,2,rare(2-9),no
latAmADavI,latāmādhavī,no,yes,no,,,no
latAmAriza,latāmāriṣa,yes,yes,no,,,no
latAmarut,latāmarut,yes,yes,no,,,no
latApUga,latāpūga,yes,yes,no,,,no
latAparRI,latāparṇī,no,yes,no,,,no
latApfkkA,latāpṛkkā,yes,yes,no,,,no
latApuwakI,latāpuṭakī,no,yes,no,,,no
latAtaru,latātaru,yes,yes,yes,2,rare(2-9),yes
latAvfkza,latāvṛkṣa,no,no,no,,,no
latAyazwi,latāyaṣṭi,yes,yes,no,,,no
lava,lava,no,no,yes,4,common(100-999),no
lavaMgalatA,lavaṃgalatā,yes,yes,no,,,no
lavaRA,lavaṇā,yes,no,yes,2,rare(2-9),no
lavaRakiMSukA,lavaṇakiṃśukā,yes,yes,yes,1,hapax(1),yes
lavalIPalapARqura,lavalīphalapāṇḍura,no,yes,no,,,no
lavali,lavali,no,yes,no,,,no
lavanI,lavanī,yes,yes,no,,,no
laya,laya,no,no,yes,4,common(100-999),no
leKana,lekhana,yes,no,yes,4,common(100-999),no
leKyapattra,lekhyapattra,yes,no,yes,1,hapax(1),no
liNgahanI,liṅgahanī,yes,yes,no,,,no
liNgaka,liṅgaka,yes,no,yes,3,uncommon(10-99),no
liNgavarDana,liṅgavardhana,yes,no,no,,,no
liNgavarDiRI,liṅgavardhiṇī,yes,yes,no,,,no
likuca,likuca,no,no,yes,3,uncommon(10-99),no
loBanI,lobhanī,yes,yes,yes,1,hapax(1),yes
loBya,lobhya,yes,no,yes,1,hapax(1),no
loDra,lodhra,no,yes,yes,4,common(100-999),no
loDraka,lodhraka,no,yes,yes,2,rare(2-9),no
loDrapuzpa,lodhrapuṣpa,yes,yes,yes,2,rare(2-9),yes
loRAmlA,loṇāmlā,yes,yes,yes,1,hapax(1),yes
loRikA,loṇikā,yes,no,yes,2,rare(2-9),no
locaka,locaka,no,no,no,,,no
locamarkawa,locamarkaṭa,yes,yes,no,,,no
locanahitA,locanahitā,yes,no,yes,2,rare(2-9),no
lohAKya,lohākhya,yes,no,no,,,no
loha,loha,yes,no,yes,5,very-common(1000+),no
lohakaRwaka,lohakaṇṭaka,yes,yes,no,,,no
lohamAraka,lohamāraka,yes,no,yes,2,rare(2-9),no
lohitA,lohitā,yes,no,yes,2,rare(2-9),no
lohita,lohita,yes,no,yes,4,common(100-999),no
lohitadalA,lohitadalā,yes,yes,no,,,no
lohitapuzpI,lohitapuṣpī,yes,yes,yes,1,hapax(1),yes
lohitotpala,lohitotpala,no,yes,no,,,no
lolikA,lolikā,yes,yes,no,,,no
lomaPala,lomaphala,yes,yes,yes,1,hapax(1),yes
lomaSA,lomaśā,no,no,yes,3,uncommon(10-99),no
lomaSakARqA,lomaśakāṇḍā,yes,yes,no,,,no
lomaSaparRinI,lomaśaparṇinī,yes,yes,no,,,no
lomaSapuzpaka,lomaśapuṣpaka,yes,yes,yes,1,hapax(1),yes
mADUka,mādhūka,no,no,yes,3,uncommon(10-99),no
mADavI,mādhavī,yes,no,yes,3,uncommon(10-99),no
mADavIlatA,mādhavīlatā,no,yes,no,,,no
mADava,mādhava,yes,no,yes,4,common(100-999),no
mADavadruma,mādhavadruma,yes,yes,yes,1,hapax(1),yes
mADavaka,mādhavaka,yes,yes,no,,,no
mADavavallI,mādhavavallī,no,yes,no,,,no
mADavikA,mādhavikā,no,no,yes,1,hapax(1),no
mADura,mādhura,yes,no,yes,2,rare(2-9),no
mADvI,mādhvī,no,no,yes,3,uncommon(10-99),no
mADvIkA,mādhvīkā,yes,yes,yes,2,rare(2-9),yes
mAGI,māghī,yes,no,yes,3,uncommon(10-99),no
mAGya,māghya,yes,yes,yes,2,rare(2-9),yes
mAMsI,māṃsī,no,no,yes,3,uncommon(10-99),no
mAMsaPalA,māṃsaphalā,yes,yes,no,,,no
mAMsaPala,māṃsaphala,yes,yes,no,,,no
mAMsadalana,māṃsadalana,yes,yes,no,,,no
mAMsadrAvin,māṃsadrāvin,yes,yes,yes,1,hapax(1),yes
mAMsala,māṃsala,yes,no,yes,3,uncommon(10-99),no
mAMsalaPalA,māṃsalaphalā,yes,yes,yes,1,hapax(1),yes
mAMsamAzA,māṃsamāṣā,yes,yes,yes,2,rare(2-9),yes
mAMsikA,māṃsikā,yes,yes,yes,1,hapax(1),yes
mANgalyArhA,māṅgalyārhā,yes,yes,no,,,no
mANgalya,māṅgalya,yes,no,yes,3,uncommon(10-99),no
mARaka,māṇaka,yes,yes,yes,2,rare(2-9),yes
mATika,māthika,yes,yes,no,,,no
mAcikA,mācikā,no,yes,yes,2,rare(2-9),no
mAdana,mādana,yes,no,yes,3,uncommon(10-99),no
mAgaDI,māgadhī,yes,no,yes,3,uncommon(10-99),no
mAkandI,mākandī,yes,no,yes,2,rare(2-9),no
mAlA,mālā,yes,no,yes,4,common(100-999),no
mAlAPala,mālāphala,yes,yes,no,,,no
mAlAkaRWa,mālākaṇṭha,yes,yes,no,,,no
mAlAlikA,mālālikā,yes,yes,yes,1,hapax(1),yes
mAlAtfRa,mālātṛṇa,yes,yes,yes,1,hapax(1),yes
mAlUka,mālūka,yes,yes,yes,1,hapax(1),yes
mAlUra,mālūra,no,yes,yes,2,rare(2-9),no
mAlaka,mālaka,yes,no,yes,2,rare(2-9),no
mAlatI,mālatī,yes,no,yes,3,uncommon(10-99),no
mAlavI,mālavī,yes,no,yes,2,rare(2-9),no
mAlavikA,mālavikā,yes,no,yes,2,rare(2-9),no
mAlikA,mālikā,yes,no,yes,3,uncommon(10-99),no
mAlinI,mālinī,yes,no,yes,3,uncommon(10-99),no
mAlyA,mālyā,yes,yes,yes,1,hapax(1),yes
mAlyapuzpa,mālyapuṣpa,yes,yes,yes,1,hapax(1),yes
mAnaka,mānaka,no,no,yes,2,rare(2-9),no
mAnakanda,mānakanda,no,yes,no,,,no
mAnavI,mānavī,yes,no,yes,2,rare(2-9),no
mAnin,mānin,yes,no,yes,4,common(100-999),no
mAninI,māninī,yes,no,yes,3,uncommon(10-99),no
mAqa,māḍa,yes,no,yes,2,rare(2-9),no
mAriza,māriṣa,no,no,yes,4,common(100-999),no
mArjAra,mārjāra,yes,no,yes,4,common(100-999),no
mArjAraganDA,mārjāragandhā,yes,yes,no,,,no
mArjana,mārjana,yes,no,yes,3,uncommon(10-99),no
mArkava,mārkava,yes,yes,yes,3,uncommon(10-99),yes
mArtaRqavallaBA,mārtaṇḍavallabhā,yes,no,yes,1,hapax(1),no
mArutApaha,mārutāpaha,yes,yes,yes,2,rare(2-9),yes
mArza,mārṣa,no,no,yes,3,uncommon(10-99),no
mArzika,mārṣika,yes,yes,no,,,no
mAsana,māsana,yes,yes,no,,,no
mAtaMga,mātaṃga,yes,no,yes,4,common(100-999),no
mAtf,mātṛ,no,no,yes,5,very-common(1000+),no
mAtfsiMhI,mātṛsiṃhī,yes,yes,no,,,no
mAtulAnI,mātulānī,yes,no,yes,3,uncommon(10-99),no
mAyA,māyā,yes,no,yes,5,very-common(1000+),no
mAza,māṣa,no,no,yes,4,common(100-999),no
mAzamudgamaya,māṣamudgamaya,no,yes,no,,,no
mAzapattrikA,māṣapattrikā,no,yes,yes,1,hapax(1),no
mAzatila,māṣatila,no,yes,no,,,no
mOYjIpattrA,mauñjīpattrā,yes,yes,yes,1,hapax(1),yes
mOli,mauli,yes,no,yes,4,common(100-999),no
mOrva,maurva,no,no,yes,2,rare(2-9),no
mUlA,mūlā,yes,yes,no,,,no
mUla,mūla,yes,no,yes,5,very-common(1000+),no
mUlakamUlA,mūlakamūlā,yes,yes,no,,,no
mUlakaparRI,mūlakaparṇī,yes,yes,yes,1,hapax(1),yes
mUlapuzkara,mūlapuṣkara,yes,yes,yes,1,hapax(1),yes
mUlapuzpikA,mūlapuṣpikā,yes,yes,no,,,no
mUlarasa,mūlarasa,yes,no,no,,,no
mUrDapuzpa,mūrdhapuṣpa,yes,yes,no,,,no
mUrKa,mūrkha,yes,no,yes,4,common(100-999),no
mUrvA,mūrvā,no,yes,yes,3,uncommon(10-99),no
mUtraPalA,mūtraphalā,yes,yes,yes,2,rare(2-9),yes
mUtralA,mūtralā,yes,no,yes,2,rare(2-9),no
mUzA,mūṣā,no,no,yes,4,common(100-999),no
mUzAkarRI,mūṣākarṇī,yes,yes,no,,,no
mUzIkakarRI,mūṣīkakarṇī,yes,yes,no,,,no
mUzakakarRikA,mūṣakakarṇikā,yes,yes,no,,,no
mUzikA,mūṣikā,yes,no,yes,3,uncommon(10-99),no
mUzikAhvayA,mūṣikāhvayā,no,yes,yes,1,hapax(1),no
mUzika,mūṣika,yes,no,yes,3,uncommon(10-99),no
mUzikaparRI,mūṣikaparṇī,yes,yes,yes,2,rare(2-9),yes
mUziparRikA,mūṣiparṇikā,yes,yes,no,,,no
maDUka,madhūka,no,no,yes,4,common(100-999),no
maDUla,madhūla,yes,no,yes,2,rare(2-9),no
maDUlaka,madhūlaka,yes,no,yes,2,rare(2-9),no
maDUlikA,madhūlikā,yes,no,yes,3,uncommon(10-99),no
maDu,madhu,yes,no,yes,5,very-common(1000+),no
maDuPala,madhuphala,yes,no,yes,2,rare(2-9),no
maDuSAKa,madhuśākha,yes,no,no,,,no
maDuSigru,madhuśigru,no,yes,yes,3,uncommon(10-99),no
maDuSreRi,madhuśreṇi,yes,no,no,,,no
maDubahulA,madhubahulā,yes,yes,no,,,no
maDucCada,madhucchada,no,yes,no,,,no
maDudUtI,madhudūtī,no,yes,yes,1,hapax(1),no
maDudalA,madhudalā,yes,yes,yes,1,hapax(1),yes
maDudrava,madhudrava,yes,yes,no,,,no
maDudruma,madhudruma,yes,no,yes,2,rare(2-9),no
maDuguYjana,madhuguñjana,yes,yes,no,,,no
maDukA,madhukā,yes,no,yes,2,rare(2-9),no
maDuka,madhuka,yes,no,yes,4,common(100-999),no
maDukara,madhukara,yes,no,yes,3,uncommon(10-99),no
maDukzIra,madhukṣīra,no,yes,yes,1,hapax(1),no
maDulagna,madhulagna,yes,yes,no,,,no
maDumADavI,madhumādhavī,no,no,yes,2,rare(2-9),no
maDumUla,madhumūla,yes,yes,no,,,no
maDumadya,madhumadya,yes,yes,no,,,no
maDumallI,madhumallī,no,yes,no,,,no
maDumatI,madhumatī,yes,no,yes,2,rare(2-9),no
maDupAlikA,madhupālikā,yes,yes,no,,,no
maDuparRi,madhuparṇi,no,yes,yes,3,uncommon(10-99),no
maDuparRikA,madhuparṇikā,no,yes,yes,2,rare(2-9),no
maDupuzpA,madhupuṣpā,no,yes,yes,2,rare(2-9),no
maDupuzpa,madhupuṣpa,yes,yes,yes,2,rare(2-9),yes
maDurA,madhurā,yes,no,yes,3,uncommon(10-99),no
maDurAmlaka,madhurāmlaka,yes,yes,no,,,no
maDura,madhura,yes,no,yes,5,very-common(1000+),no
maDuraka,madhuraka,no,no,yes,3,uncommon(10-99),no
maDurasA,madhurasā,yes,no,yes,3,uncommon(10-99),no
maDuratvaca,madhuratvaca,yes,yes,yes,2,rare(2-9),yes
maDurikA,madhurikā,yes,yes,yes,2,rare(2-9),yes
maDusUdanI,madhusūdanī,yes,no,yes,1,hapax(1),no
maDusravA,madhusravā,yes,no,yes,3,uncommon(10-99),no
maDusrava,madhusrava,yes,no,yes,2,rare(2-9),no
maDusravas,madhusravas,yes,yes,no,,,no
maDuvfkza,madhuvṛkṣa,yes,yes,yes,1,hapax(1),yes
maDuzWIla,madhuṣṭhīla,yes,yes,yes,2,rare(2-9),yes
maDvAsava,madhvāsava,no,yes,yes,2,rare(2-9),no
maDyAhnika,madhyāhnika,no,yes,no,,,no
maDyAsTi,madhyāsthi,yes,yes,no,,,no
maDyaMdina,madhyaṃdina,yes,no,yes,4,common(100-999),no
maGaganDa,maghagandha,no,yes,no,,,no
maKAnna,makhānna,no,yes,no,,,no
maNgalAguru,maṅgalāguru,yes,yes,no,,,no
maNgalacCAya,maṅgalacchāya,yes,yes,yes,1,hapax(1),yes
maNgalyA,maṅgalyā,no,no,yes,3,uncommon(10-99),no
maNgalyArhA,maṅgalyārhā,yes,yes,no,,,no
maNgalya,maṅgalya,yes,no,yes,3,uncommon(10-99),no
maNgalyaka,maṅgalyaka,no,yes,yes,1,hapax(1),no
maNgalyakusumA,maṅgalyakusumā,no,yes,no,,,no
maNgalyanAmaDeyA,maṅgalyanāmadheyā,no,yes,no,,,no
maRqA,maṇḍā,yes,no,no,,,no
maRqUkI,maṇḍūkī,yes,no,yes,3,uncommon(10-99),no
maRqUka,maṇḍūka,yes,no,yes,4,common(100-999),no
maRqUkamAtf,maṇḍūkamātṛ,yes,yes,yes,1,hapax(1),yes
maRqUkaparRI,maṇḍūkaparṇī,no,yes,yes,3,uncommon(10-99),no
maRqUkaparRa,maṇḍūkaparṇa,yes,no,yes,2,rare(2-9),no
maRqa,maṇḍa,yes,no,yes,3,uncommon(10-99),no
maRqalI,maṇḍalī,yes,no,no,,,no
maRqala,maṇḍala,yes,no,yes,5,very-common(1000+),no
maRqalinI,maṇḍalinī,yes,yes,no,,,no
maRwapI,maṇṭapī,yes,yes,no,,,no
maSacCada,maśacchada,yes,yes,no,,,no
maSakin,maśakin,yes,yes,yes,1,hapax(1),yes
maTana,mathana,yes,no,yes,3,uncommon(10-99),no
maYjUzA,mañjūṣā,no,no,yes,3,uncommon(10-99),no
maYjarInamra,mañjarīnamra,yes,yes,yes,2,rare(2-9),yes
maYjiPalA,mañjiphalā,yes,yes,yes,1,hapax(1),yes
maYjizWA,mañjiṣṭhā,no,no,yes,4,common(100-999),no
maYjula,mañjula,yes,no,yes,2,rare(2-9),no
madAQya,madāḍhya,yes,no,yes,2,rare(2-9),no
madaBaYjinI,madabhañjinī,yes,yes,no,,,no
madaSAka,madaśāka,yes,yes,yes,1,hapax(1),yes
madaganDA,madagandhā,yes,no,yes,2,rare(2-9),no
madaganDa,madagandha,yes,yes,yes,1,hapax(1),yes
madahetu,madahetu,yes,yes,yes,1,hapax(1),yes
madanAgraka,madanāgraka,yes,yes,no,,,no
madana,madana,yes,no,yes,4,common(100-999),no
madanaPala,madanaphala,no,yes,yes,1,hapax(1),no
madanaka,madanaka,yes,no,yes,2,rare(2-9),no
madanakaRwaka,madanakaṇṭaka,yes,no,no,,,no
madasAra,madasāra,yes,yes,no,,,no
madira,madira,yes,no,yes,3,uncommon(10-99),no
madodarkA,madodarkā,yes,yes,no,,,no
madodreka,madodreka,yes,yes,yes,1,hapax(1),yes
madotkawA,madotkaṭā,yes,no,yes,2,rare(2-9),no
madotkawa,madotkaṭa,yes,no,yes,2,rare(2-9),no
madyAmoda,madyāmoda,yes,yes,yes,1,hapax(1),yes
madyadruma,madyadruma,yes,yes,yes,1,hapax(1),yes
madyalAlasa,madyalālasa,yes,yes,no,,,no
madyapuzpA,madyapuṣpā,yes,yes,no,,,no
mahA,mahā,yes,no,yes,2,rare(2-9),no
mahABItA,mahābhītā,yes,yes,no,,,no
mahABadrA,mahābhadrā,yes,no,yes,2,rare(2-9),no
mahABarI,mahābharī,no,yes,no,,,no
mahABfNga,mahābhṛṅga,yes,yes,yes,1,hapax(1),yes
mahACada,mahāchada,yes,yes,no,,,no
mahAGozA,mahāghoṣā,yes,no,yes,2,rare(2-9),no
mahANga,mahāṅga,no,no,yes,2,rare(2-9),no
mahAPala,mahāphala,yes,no,yes,2,rare(2-9),no
mahAQya,mahāḍhya,yes,no,no,,,no
mahASAKA,mahāśākhā,yes,no,yes,1,hapax(1),no
mahASAla,mahāśāla,no,no,yes,3,uncommon(10-99),no
mahASItA,mahāśītā,yes,yes,no,,,no
mahASORqI,mahāśauṇḍī,yes,yes,yes,1,hapax(1),yes
mahASamI,mahāśamī,no,yes,no,,,no
mahASimbI,mahāśimbī,yes,yes,yes,1,hapax(1),yes
mahASrAvaRI,mahāśrāvaṇī,no,yes,yes,2,rare(2-9),no
mahASvetA,mahāśvetā,yes,no,yes,3,uncommon(10-99),no
mahASyAmA,mahāśyāmā,yes,yes,yes,2,rare(2-9),yes
mahAbalA,mahābalā,yes,no,yes,3,uncommon(10-99),no
mahAbfhatI,mahābṛhatī,yes,no,yes,1,hapax(1),no
mahAdAru,mahādāru,no,yes,yes,1,hapax(1),no
mahAdikawaBI,mahādikaṭabhī,yes,yes,yes,1,hapax(1),yes
