species_canonical,gbif_matched_name,rank,status,accepted_name,family,match_type,confidence
Tapia crataeva,Tapia,GENUS,SYNONYM,,Capparaceae,HIGHERRANK,95
Tectona grandis,Tectona grandis,SPECIES,ACCEPTED,,Lamiaceae,EXACT,99
Tectonia grandis,Tectona grandis,SPECIES,ACCEPTED,,Lamiaceae,FUZZY,88
Terminalia,Terminalia,GENUS,ACCEPTED,,Combretaceae,EXACT,96
Terminalia alata,Terminalia,GENUS,ACCEPTED,,Combretaceae,HIGHERRANK,99
Terminalia alata tomentosa,Terminalia,GENUS,ACCEPTED,,Combretaceae,HIGHERRANK,99
Terminalia arjuna,Terminalia arjuna,SPECIES,ACCEPTED,,Combretaceae,EXACT,100
Terminalia arunja,Terminalia arunja,SPECIES,ACCEPTED,,Combretaceae,EXACT,100
Terminalia belerica,Terminalia bellirica,SPECIES,ACCEPTED,,Combretaceae,FUZZY,95
Terminalia bellerica,Terminalia bellirica,SPECIES,ACCEPTED,,Combretaceae,FUZZY,95
Terminalia belrica,Terminalia bellirica,SPECIES,ACCEPTED,,Combretaceae,FUZZY,95
Terminalia catappa,Terminalia catappa,SPECIES,ACCEPTED,,Combretaceae,EXACT,100
Terminalia chebula,Terminalia chebula,SPECIES,ACCEPTED,,Combretaceae,EXACT,99
Terminalia citrina roxb,Terminalia citrina,SPECIES,ACCEPTED,,Combretaceae,HIGHERRANK,99
Terminalia katappa,Terminalia katikii,SPECIES,ACCEPTED,,Combretaceae,FUZZY,95
Terminalia tomentosa,Combretaceae,FAMILY,ACCEPTED,,Combretaceae,HIGHERRANK,99
Terra japonica,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Tetranthera lanceifolia,Tetranthera lanceifolia,SPECIES,SYNONYM,Litsea salicifolia,Lauraceae,EXACT,99
Thespesia opulneoides,Thespesia,GENUS,ACCEPTED,,Malvaceae,HIGHERRANK,96
Thespesia populnea,Thespesia populnea,SPECIES,ACCEPTED,,Malvaceae,EXACT,99
Thespesia populneoides,Thespesia populneoides,SPECIES,ACCEPTED,,Malvaceae,EXACT,100
Thorea robusta,Thottea robusta,SPECIES,SYNONYM,Thottea macrophylla,Aristolochiaceae,FUZZY,80
Thurifera,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Tiaridium indicum,Tiaridium indicum,SPECIES,SYNONYM,Heliotropium indicum,Heliotropiaceae,EXACT,100
Tiglium,Tiglium,GENUS,SYNONYM,,Euphorbiaceae,EXACT,96
Tirucalli,Tirucallia,GENUS,SYNONYM,,Euphorbiaceae,FUZZY,84
Tithymalus,Tithymalus,GENUS,ACCEPTED,,Euphorbiaceae,EXACT,95
Tithymalus antiquorum,Tithymalus antiquorus,SPECIES,SYNONYM,Euphorbia antiquorum,Euphorbiaceae,FUZZY,95
Tora,Tracheophyta,PHYLUM,ACCEPTED,,,HIGHERRANK,80
Tortilis,Torilis,GENUS,ACCEPTED,,Apiaceae,FUZZY,85
Tragia involucrata,Tragia involucrata,SPECIES,ACCEPTED,,Euphorbiaceae,EXACT,100
Trapa bispinosa,Trapa bispinosa,SPECIES,SYNONYM,Trapa natans,Lythraceae,EXACT,100
Trewia nudiflora,Trewia nudiflora,SPECIES,ACCEPTED,,Euphorbiaceae,EXACT,99
Tribulus,Tribulus,GENUS,ACCEPTED,,Zygophyllaceae,EXACT,96
Tribulus lanuginosus,Tribulus,GENUS,ACCEPTED,,Zygophyllaceae,HIGHERRANK,99
Trichodesma zeylanicum,Trichodesma zeylanicum,SPECIES,ACCEPTED,,Boraginaceae,EXACT,100
Trichosanthes,Trichosanthes,GENUS,ACCEPTED,,Cucurbitaceae,EXACT,96
Trichosanthes anguina,Trichosanthes anguina,SPECIES,SYNONYM,Trichosanthes cucumerina,Cucurbitaceae,EXACT,100
Trichosanthes bracteata,Trichosanthes bracteata,SPECIES,ACCEPTED,,Cucurbitaceae,EXACT,100
Trichosanthes dioeca,Trichosanthes dioica,SPECIES,ACCEPTED,,Cucurbitaceae,FUZZY,95
Trichosanthes dioeca roxb,Trichosanthes dioica,SPECIES,ACCEPTED,,Cucurbitaceae,HIGHERRANK,95
Trichosanthes palmata,Cucurbitaceae,FAMILY,ACCEPTED,,Cucurbitaceae,HIGHERRANK,99
Trigonella corniculata,Trigonella corniculata,SPECIES,ACCEPTED,,Fabaceae,EXACT,99
Trigonella foenum graecum,Trigonella,GENUS,ACCEPTED,,Fabaceae,HIGHERRANK,96
Trilobus lanuginosus,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Trophis aspera,Trophis aspera,SPECIES,SYNONYM,Streblus asper,Moraceae,EXACT,100
Turdus ginginianus,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Turdus macrourus,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Typha angustifolia,Typha angustifolia,SPECIES,ACCEPTED,,Typhaceae,EXACT,99
Unguis odoratus,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Upas,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Uraria,Uraria,GENUS,ACCEPTED,,Fabaceae,EXACT,96
Uraria lagopodioides,Uraria lagopodioides,SPECIES,ACCEPTED,,Fabaceae,EXACT,99
Vachellia farnesiana,Vachellia farnesiana,SPECIES,ACCEPTED,,Fabaceae,EXACT,100
Valeriana,Valeriana,GENUS,ACCEPTED,,Caprifoliaceae,EXACT,96
Valeriana jaṭāmāṃsī,Valeriana,GENUS,ACCEPTED,,Caprifoliaceae,HIGHERRANK,96
Vallaris dichotomus,Vallaris,GENUS,ACCEPTED,,Apocynaceae,HIGHERRANK,96
Vallaris dichotomus wall,Vallaris,GENUS,ACCEPTED,,Apocynaceae,HIGHERRANK,96
Valleriana,Valeriana,GENUS,ACCEPTED,,Caprifoliaceae,FUZZY,85
Vallisneria,Vallisneria,GENUS,ACCEPTED,,Hydrocharitaceae,EXACT,96
Vanda roxburghii,Vanda roxburghii,SPECIES,SYNONYM,Vanda tessellata,Orchidaceae,EXACT,100
Vangueria spinosa,Vangueria spinosa,SPECIES,SYNONYM,Meyna spinosa,Rubiaceae,EXACT,100
Variegata,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Vatica,Vatica,GENUS,ACCEPTED,,Dipterocarpaceae,EXACT,96
Vatica robusta,Vatica robusta,SPECIES,SYNONYM,Shorea robusta,Dipterocarpaceae,EXACT,100
Ventilago madraspatana,Ventilago madraspatana,SPECIES,ACCEPTED,,Rhamnaceae,EXACT,99
Verbesina,Verbesina,GENUS,ACCEPTED,,Asteraceae,EXACT,96
Verbesina prostrata,Asteraceae,FAMILY,ACCEPTED,,Asteraceae,HIGHERRANK,99
Verbesina scandens,Verbesina scandens,SPECIES,ACCEPTED,,Asteraceae,EXACT,99
Vernonia anthelminthica,Vernonia anthelmintica,SPECIES,SYNONYM,Baccharoides anthelmintica,Asteraceae,FUZZY,97
Vernonia anthelmintica,Vernonia anthelmintica,SPECIES,SYNONYM,Baccharoides anthelmintica,Asteraceae,EXACT,100
Vespa solitaria,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Villarsia cristata,Villarsia cristata,SPECIES,SYNONYM,Nymphoides hydrophylla,Menyanthaceae,EXACT,100
Villarsia indica,Villarsia indica,SPECIES,ACCEPTED,,Menyanthaceae,EXACT,99
Vitex,Vitex,GENUS,ACCEPTED,,Lamiaceae,EXACT,96
Vitex alata,Vitex,GENUS,ACCEPTED,,Lamiaceae,HIGHERRANK,99
Vitex negundo,Vitex negundo,SPECIES,ACCEPTED,,Lamiaceae,EXACT,99
Vitex paniculata,Vitex paniculata,SPECIES,SYNONYM,Vitex trifolia,Lamiaceae,EXACT,100
Vitex trifolia,Vitex trifolia,SPECIES,ACCEPTED,,Lamiaceae,EXACT,100
Vitis pedata wall,Vitis pedata,SPECIES,SYNONYM,Cayratia pedata,Vitaceae,HIGHERRANK,99
Vitis quadrangularis,Vitis quadrangularis,SPECIES,SYNONYM,Cissus quadrangularis,Vitaceae,EXACT,99
Webera corymbosa,Webera corymbosa,SPECIES,ACCEPTED,,Rubiaceae,EXACT,99
Wedelia calendulacea,Asteraceae,FAMILY,ACCEPTED,,Asteraceae,HIGHERRANK,99
Wrightea antidysenterica,Wrightia antidysenterica,SPECIES,ACCEPTED,,Apocynaceae,FUZZY,88
Wrightia antidysenterica,Wrightia antidysenterica,SPECIES,ACCEPTED,,Apocynaceae,EXACT,99
Xantboxylum alatum,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Xanthochymus pictorius,Xanthochymus pictorius,SPECIES,SYNONYM,Garcinia xanthochymus,Clusiaceae,EXACT,100
Xanthophyllum virens,Xanthophyllum virens,SPECIES,ACCEPTED,,Polygalaceae,EXACT,100
Xanthorrhiza,Xanthorhiza,GENUS,ACCEPTED,,Ranunculaceae,FUZZY,83
Xanthoxylon alatum,Xanthoxylon,GENUS,SYNONYM,,Rutaceae,HIGHERRANK,96
Ximenia aegyptiaca,Ximenia aegyptiaca,SPECIES,ACCEPTED,,Ximeniaceae,EXACT,99
Xylocarpus granatum,Xylocarpus granatum,SPECIES,ACCEPTED,,Meliaceae,EXACT,99
Zanthoxylon alatum,Zanthoxylon,GENUS,SYNONYM,,Rutaceae,HIGHERRANK,96
Zanthoxylon hastile,Zanthoxylum hastile,SPECIES,ACCEPTED,,Rutaceae,FUZZY,81
Zanthoxylon rhetsa,Zanthoxylon,GENUS,SYNONYM,,Rutaceae,HIGHERRANK,96
Zedoary,Plantae,KINGDOM,ACCEPTED,,,HIGHERRANK,99
Zerumbet,Zingiberaceae,FAMILY,ACCEPTED,,Zingiberaceae,HIGHERRANK,94
Zingiber zerumbet,Zingiber zerumbet,SPECIES,ACCEPTED,,Zingiberaceae,EXACT,99
Zizyphus,Zizyphus,GENUS,ACCEPTED,,Rhamnaceae,EXACT,95
Zizyphus cenoplia,Zizyphus,GENUS,ACCEPTED,,Rhamnaceae,HIGHERRANK,95
Zizyphus jujuba,Zizyphus jujuba,SPECIES,SYNONYM,Ziziphus mauritiana,Rhamnaceae,EXACT,99
Zizyphus scandens,Ziziphus scandens,SPECIES,SYNONYM,Ziziphus oenopolia,Rhamnaceae,FUZZY,88
Zizyphus xylopyrus,Ziziphus xylopyrus,SPECIES,ACCEPTED,,Rhamnaceae,FUZZY,86
