k1_slp1,k1_iast,species_canonical,species_raw,L_number,page_col,sense_citation,lexicographer_only,dcs_band,dcs_band_label
ambupattrA,ambupattrā,Cyperus hexastachyus communis,Cyperus Hexastachyus Communis,14521,"83,3",,no,,
ambuprasAda,ambuprasāda,Strychnos potatorum,Strychnos Potatorum,14524,"83,3","Mn. vi, 67",no,1,hapax(1)
ambuBft,ambubhṛt,Cyperus pertenuis,Cyperus Pertenuis,14528,"83,3",L.,yes,2,rare(2-9)
amburuhA,amburuhā,Hibiscus mutabilis,Hibiscus Mutabilis,14538,"83,3",,no,1,hapax(1)
ambuvallI,ambuvallī,Momordica charantia,Momordica Charantia,14540.3,"1316,1",L.,yes,2,rare(2-9)
ambuvAsinI,ambuvāsinī,Bignonia suaveolens,Bignonia Suaveolens,14544,"83,3",L.,yes,2,rare(2-9)
ambuvAha,ambuvāha,Cyperus pertenuis,Cyperus Pertenuis,14547,"83,3",,no,2,rare(2-9)
amBoja,ambhoja,Calamus rotang,Calamus Rotang,14580,"84,1",L.,yes,4,common(100-999)
amBoda,ambhoda,Cyperus hexastychius communis nees,Cyperus Hexastychius Communis Nees.,14588.2,"84,1",,no,3,uncommon(10-99)
amla,amla,Oxalis corniculata,Oxalis Corniculata,14609,"84,1",Suśr.; Suśr.,no,5,very-common(1000+)
amlI,amlī,Oxalis corniculata,Oxalis Corniculata,14609.1,"84,1",L.,yes,2,rare(2-9)
amlaniSA,amlaniśā,Curcuma zerumbet roxb,Curcuma Zerumbet Roxb.,14620,"84,1",,no,,
amlapattra,amlapattra,Oxalis,Oxalis,14623,"84,1",,no,1,hapax(1)
amlapanasa,amlapanasa,Artocarpus lacucha roxb,Artocarpus Lacucha Roxb.,14624,"84,1",,no,,
amlaPala,amlaphala,Magnifera indica,Magnifera Indica,14626,"84,1",,no,1,hapax(1)
amlaloRikA,amlaloṇikā,Oxalis corniculata,Oxalis Corniculata,14633,"84,2",,no,1,hapax(1)
amlavallI,amlavallī,Pythonium bulbiferum schott,Pythonium Bulbiferum Schott.,14637,"84,2",,no,2,rare(2-9)
amlavAwaka,amlavāṭaka,Spondias magnifera,Spondias Magnifera,14638,"84,2",,no,1,hapax(1)
amlavetasa,amlavetasa,Rumex vesicarius,Rumex Vesicarius,14642,"84,2","MBh. iii, 11568; Suśr.",no,4,common(100-999)
amlaharidrA,amlaharidrā,Curcuma zerumbet roxb,Curcuma Zerumbet Roxb.,14647,"84,2",,no,,
amlaka,amlaka,Artocarpus lakucha,Artocarpus Lakucha,14650,"84,2",,no,3,uncommon(10-99)
amlikA,amlikā,Oxalis corniculata,Oxalis Corniculata,14651,"84,2",Suśr.,no,3,uncommon(10-99)
amlowa,amloṭa,Diospyros ebenaster,Diospyros Ebenaster,14655.1,"1316,1",L.,yes,1,hapax(1)
amlAna,amlāna,Gomphrena globosa,Gomphrena Globosa,14657.1,"84,2",L.; Hcat.,no,3,uncommon(10-99)
ayugacCada,ayugacchada,Echites scholaris,Echites Scholaris,14901.1,"1316,1",L.,yes,,
ayukCada,ayukchada,Alstonia scholaris,Alstonia Scholaris,14917,"85,3","Śiś. vi, 50.",no,,
araka,araka,Blyxa octandra,Blyxa Octandra,15021,"86,2",L.,yes,2,rare(2-9)
araka,araka,Gardenia enneandra,Gardenia Enneandra,15022,"86,2",,no,2,rare(2-9)
arawu,araṭu,Colosanthes indica bl,Colosanthes Indica Bl.,15043,"86,2",,no,,
araRi,araṇi,Ficus religiosa,Ficus Religiosa,15052,"86,2",RV.,no,3,uncommon(10-99)
araRi,araṇi,Premna spinosa,Premna Spinosa,15052,"86,2",RV.,no,3,uncommon(10-99)
araRi,araṇi,Premna spinosa,Premna Spinosa,15054,"86,2",L.,yes,3,uncommon(10-99)
araRikA,araṇikā,Premna spinosa,Premna Spinosa,15056,"86,2",L.,yes,2,rare(2-9)
araRIketu,araṇīketu,Premna spinosa,Premna Spinosa,15058,"86,2",L.,yes,,
araRyakulatTikA,araṇyakulatthikā,Glycine labialis,Glycine Labialis,15073,"86,3",L.,yes,2,rare(2-9)
araRyakusumBa,araṇyakusumbha,Carthamus tinctorius,Carthamus Tinctorius,15074,"86,3",L.,yes,1,hapax(1)
araRyatulasI,araṇyatulasī,Ocimum adscendens,Ocimum Adscendens,15084.1,"86,3",,no,,
araRyarajanI,araṇyarajanī,Curcuma aromatica,Curcuma Aromatica,15098,"86,3",L.,yes,,
araRyahaladI,araṇyahaladī,Curcuma aromatica,Curcuma Aromatica,15117,"86,3",Bhpr.,no,1,hapax(1)
araRyaka,araṇyaka,Melia sempervirens,Melia Sempervirens,15123,"86,3","Yājñ. iii, 192; L.",no,2,rare(2-9)
araRyetilaka,araṇyetilaka,Sesamum,sesamum,15131,"86,3","Pāṇ. ii, 1, 44; vi, 3, 9",no,,
aravinda,aravinda,Nelumbium speciosum,Nelumbium Speciosum,15207,"87,2","Pāṇ. iii, 1, 138; Kāś.; Śāk.",no,4,common(100-999)
aravinda,aravinda,Nymphaea nelumbo,Nymphaea Nelumbo,15207,"87,2","Pāṇ. iii, 1, 138; Kāś.; Śāk.",no,4,common(100-999)
arAla,arāla,Shorea robusta,Shorea Robusta,15269.2,"87,3",L.,yes,2,rare(2-9)
ari,ari,Mimosa,Mimosa,15286,"87,3",L.,yes,4,common(100-999)
arimarda,arimarda,Cassia sophora,Cassia Sophora,15303,"87,3",,no,1,hapax(1)
arimejaya,arimejaya,Naga,Naga,15308,"87,3",PBr.,no,2,rare(2-9)
arimeda,arimeda,Mimosa,Mimosa,15311,"87,3",L.,yes,3,uncommon(10-99)
arimeda,arimeda,Vachellia farnesiana,Vachellia Farnesiana,15311,"87,3",L.,yes,3,uncommon(10-99)
arizwa,ariṣṭa,Sapindus detergens roxb,Sapindus Detergens Roxb.,15351,"88,1","Yājñ. i, 186",no,4,common(100-999)
arizwa,ariṣṭa,Azadirachta indica,Azadirachta Indica,15353,"88,1","R. ii, 94, 9",no,4,common(100-999)
aruja,aruja,Cassia fistula,Cassia Fistula,15408,"88,2",,no,3,uncommon(10-99)
aruRa,aruṇa,Rottleria tinctoria,Rottleria Tinctoria,15425,"88,2",L.,yes,4,common(100-999)
aruRA,aruṇā,Betula,Betula,15435,"88,2",L.,yes,3,uncommon(10-99)
aruRA,aruṇā,Rubia manjith,Rubia Manjith,15435,"88,2",L.,yes,3,uncommon(10-99)
aruRA,aruṇā,Colocynth,Colocynth,15435,"88,2",L.,yes,3,uncommon(10-99)
aruRapuzpI,aruṇapuṣpī,Pentapetes phoenicea,Pentapetes Phoenicea,15452.2,"88,2",L.,yes,,
aruzkara,aruṣkara,Semecarpus anacardium,Semecarpus Anacardium,15510,"88,3",,no,3,uncommon(10-99)
aruzka,aruṣka,Semecarpus anacardium,Semecarpus Anacardium,15513.1,"88,3",L.,yes,2,rare(2-9)
arka,arka,Calotropis gigantea,Calotropis Gigantea,15580,"89,1",ŚBr.; ŚBr.; BṛĀrUp.,no,5,very-common(1000+)
arkakAntA,arkakāntā,Polanisia icosandra,Polanisia Icosandra,15590,"89,2",W.,no,2,rare(2-9)
arkadugDa,arkadugdha,Calotropis gigantea,Calotropis Gigantea,15607.1,"1316,1",L.,yes,,
arkapattrA,arkapattrā,Aristolochia indica,Aristolochia Indica,15614,"89,2",L.,yes,,
arkapAdapa,arkapādapa,Melia azadirachta,Melia Azadirachta,15617,"89,2",L.,yes,1,hapax(1)
arkapuzpikA,arkapuṣpikā,Gynandropsis pentaphylla,Gynandropsis Pentaphylla,15621,"89,2",L.,yes,2,rare(2-9)
arkapuzpI,arkapuṣpī,Hibiscus hirtus,Hibiscus Hirtus,15622,"89,2",Suśr.,no,2,rare(2-9)
arkapriyA,arkapriyā,Hibiscus rosa sinensis,Hibiscus Rosa Sinensis,15626,"89,2",L.,yes,1,hapax(1)
arkamUlA,arkamūlā,Aristolochia indica,Aristolochia Indica,15631.1,"89,2",L.,yes,,
arkavallaBa,arkavallabha,Pentapetes phoenicea,Pentapetes Phoenicea,15638,"89,2",L.,yes,1,hapax(1)
arkAhva,arkāhva,Pinus webbiana,Pinus Webbiana,15660,"89,2",L.,yes,2,rare(2-9)
argawa,argaṭa,Barleria caerulea,Barleria Caerulea,15670,"89,3",,no,,
arGyArha,arghyārha,Pterospermum suberifolium,Pterospermum Suberifolium,15699,"89,3",L.,yes,1,hapax(1)
arjaka,arjaka,Ocimum gratissimum,Ocimum Gratissimum,15741,"90,1",L.,yes,3,uncommon(10-99)
arjuna,arjuna,Terminalia arjuna,Terminalia Arjuna,15750,"90,1",W.; A.,no,5,very-common(1000+)
arjunapuruza,arjunapuruṣa,Arjuna,Arjuna,15775,"90,2",,no,,
arjunapuruza,arjunapuruṣa,Terminalia arjuna,Terminalia Arjuna,15775,"90,2",,no,,
arjunapuruza,arjunapuruṣa,Rottleria tinctoria,Rottleria Tinctoria,15775,"90,2",,no,,
arjunaSirIza,arjunaśirīṣa,Terminalia arjuna,Terminalia Arjuna,15777,"90,2",,no,,
arjunArizwasaMCanna,arjunāriṣṭasaṃchanna,Nimb,Nimb,15781,"90,2",,no,,
arjunopama,arjunopama,Tectona grandis,Tectona Grandis,15786,"90,2",L.,yes,,
arRoda,arṇoda,Cyperus rotundus,Cyperus Rotundus,15828.1,"90,2",,no,,
arTasADaka,arthasādhaka,Roxburghii,Roxburghii,16001,"91,1",N.,no,1,hapax(1)
arTasidDaka,arthasiddhaka,Vitex negundo,Vitex Negundo,16008,"91,2",L.,yes,1,hapax(1)
arDacandrA,ardhacandrā,Convolvulus turpethum,Convolvulus Turpethum,16154,"92,1",,no,2,rare(2-9)
arDacandrikA,ardhacandrikā,Gynandropsis pentaphylla,Gynandropsis Pentaphylla,16162,"92,1",,no,2,rare(2-9)
arDacandrikA,ardhacandrikā,Convolvulus turpethum,Convolvulus Turpethum,16162,"92,1",,no,2,rare(2-9)
arDatikta,ardhatikta,Gentiana chirata,Gentiana Chirata,16170,"92,1",,no,2,rare(2-9)
arDapAdA,ardhapādā,Phyllanthus niruri,Phyllanthus Niruri,16199,"92,2",L.,yes,,
arDapuzpA,ardhapuṣpā,Sida rhomboidea,Sida Rhomboidea,16207,"92,2",L.,yes,,
arbudAkAra,arbudākāra,Cordia myxa,Cordia Myxa,16364,"93,1",L.,yes,,
aryaman,aryaman,Asclepias,Asclepias,16393,"93,1",L.,yes,4,common(100-999)
arSoGna,arśoghna,Amorphophallus campanulatus,Amorphophallus Campanulatus,16470,"93,3",L.,yes,2,rare(2-9)
arSoGnI,arśoghnī,Curculigo archioides,Curculigo Archioides,16472,"93,3",L.,yes,,
arSohita,arśohita,Semecarpus anacardium,Semecarpus Anacardium,16478,"93,3",L.,yes,1,hapax(1)
alakapriya,alakapriya,Terminalia tomentosa,Terminalia Tomentosa,16528,"94,1",L.,yes,1,hapax(1)
alarka,alarka,Calotropis gigantea alba,Calotropis Gigantea Alba,16653,"94,3",Suśr.,no,3,uncommon(10-99)
alasA,alasā,Vitis pedata wall,Vitis Pedata Wall,16667.2,"94,3",L.,yes,,
alAka,alāka,Calotropis gigantea,Calotropis Gigantea,16676,"94,3",Car.,no,,
alAbu,alābu,Lagenaria vulgaris ser,Lagenaria Vulgaris Ser,16683,"94,3",Suśr.,no,3,uncommon(10-99)
alAra,alāra,Aloe,Aloe,16703,"95,1",L.,yes,,
alikulapriyA,alikulapriyā,Rosa glandulifera,Rosa Glandulifera,16713,"95,1",L.,yes,,
alikulasaMkulA,alikulasaṃkulā,Rosa glandulifera,Rosa Glandulifera,16713.1,"95,1",L.,yes,,
aliparRI,aliparṇī,Tragia involucrata,Tragia Involucrata,16720,"95,1",L.,yes,1,hapax(1)
alipriya,alipriya,Nymphaea rubra,Nymphaea Rubra,16721,"95,1",L.,yes,,
alipriyA,alipriyā,Bignonia suaveolens,Bignonia Suaveolens,16722,"95,1",L.,yes,,
alimodA,alimodā,Premna spinosa,Premna Spinosa,16724,"95,1",L.,yes,,
alimaka,alimaka,Bassia latifolia,Bassia Latifolia,16755,"95,1",L.,yes,,
alIkamatsya,alīkamatsya,Sesamum,Sesamum,16766,"95,1",Bhpr.,no,,
alohita,alohita,Nymphaea rubra,Nymphaea Rubra,16822.1,"95,2",L.,yes,2,rare(2-9)
alpapattrI,alpapattrī,Curculigo orchioides,Curculigo Orchioides,16851,"95,3",L.,yes,,
alpapattrI,alpapattrī,Anethum sowa,Anethum Sowa,16851,"95,3",L.,yes,,
alpapramARaka,alpapramāṇaka,Cucumis sativus,Cucumis Sativus,16862,"95,3",L.,yes,,
alpamAriza,alpamāriṣa,Amaranthus polygamus,Amaranthus Polygamus,16877,"95,3",L.,yes,1,hapax(1)
alpAsTi,alpāsthi,Grewia asiatica,Grewia Asiatica,16916,"96,1",L.,yes,2,rare(2-9)
alpaka,alpaka,Hedysarum alhagi,Hedysarum Alhagi,16931,"96,1",L.,yes,3,uncommon(10-99)
alpaka,alpaka,Premna herbacea,Premna Herbacea,16931,"96,1",L.,yes,3,uncommon(10-99)
avanI,avanī,Ficus heterophylla,Ficus Heterophylla,16948,"96,1",L.,yes,3,uncommon(10-99)
avaka,avaka,Blyxa octandra rich,Blyxa Octandra Rich.,16957,"96,1",MaitrS.,no,2,rare(2-9)
avadAha,avadāha,Andropogon muricatus,Andropogon Muricatus,17386,"99,2",L.,yes,,
avarohikA,avarohikā,Physalis flexuosa,Physalis Flexuosa,17968.1,"103,1",L.,yes,,
avalka,avalka,Gymnema sylvestre,Gymnema Sylvestre,18104.1,"1317,1",L.,yes,,
avalguja,avalguja,Vernonia anthelminthica,Vernonia Anthelminthica,18105,"104,1",Suśr.,no,3,uncommon(10-99)
avAkpuzpI,avākpuṣpī,Anethum sowa roxb,Anethum Sowa Roxb.,18502,"106,3",L.,yes,2,rare(2-9)
avAkSAKa,avākśākha,Ficus indica,Ficus Indica,18503,"106,3",KaṭhUp.,no,,
avArikA,avārikā,Coriandrum sativum,Coriandrum Sativum,18579,"107,2",,no,,
aviganDikA,avigandhikā,Ocimum villosum,Ocimum Villosum,18616,"107,2",,no,1,hapax(1)
avipriya,avipriya,Panicum frumentaceum,Panicum Frumentaceum,18621,"107,2",L.,yes,1,hapax(1)
avigna,avigna,Carissa carandas,Carissa Carandas,18691,"108,1",L.,yes,2,rare(2-9)
avidDakarRA,aviddhakarṇā,Cissampelos hexandra,Cissampelos Hexandra,18821,"108,3",,no,,
avizA,aviṣā,Curcuma zedoaria,Curcuma Zedoaria,19066,"110,2",,no,1,hapax(1)
avyaNgA,avyaṅgā,Carpopogon pruriens roxb,Carpopogon Pruriens Roxb.,19255,"111,2",L.,yes,,
avyaTA,avyathā,Terminalia citrina roxb,Terminalia Citrina Roxb.,19276,"111,3",L.,yes,3,uncommon(10-99)
avyaTA,avyathā,Hibiscus mutabilis,Hibiscus Mutabilis,19277,"111,3",L.,yes,3,uncommon(10-99)
aSakumBI,aśakumbhī,Pistia stratiotes,Pistia Stratiotes,19445,"112,3",L.,yes,,
aSUlA,aśūlā,Vitex alata,Vitex Alata,19638,"113,3",L.,yes,,
aSoka,aśoka,Jonesia asoka roxb,Jonesia Asoka Roxb.,19659,"113,3",MBh.,no,4,common(100-999)
aSokAri,aśokāri,Nauclea kadamba roxb,Nauclea Kadamba Roxb.,19683,"114,1",,no,,
aSmapuzpa,aśmapuṣpa,Benzoin,benzoin,19740,"114,1",L.,yes,1,hapax(1)
aSmapuzpa,aśmapuṣpa,Styrax,styrax,19740,"114,1",L.,yes,1,hapax(1)
aSmaBid,aśmabhid,Coleus scutellarioides,Coleus Scutellarioides,19742,"114,2",Suśr.,no,2,rare(2-9)
aSmarIGna,aśmarīghna,Crataeva roxburghii,Crataeva Roxburghii,19771,"114,2",L.,yes,1,hapax(1)
aSmarIhara,aśmarīhara,Pentaptera arjuna,Pentaptera Arjuna,19773,"114,2",L.,yes,,
aSrunAlI,aśrunālī,Fistula lacrymalis,Fistula Lacrymalis,19825,"114,3",,no,,
aSvakanda,aśvakanda,Physalis flexuosa,Physalis Flexuosa,19869.81,"1317,3",L.,yes,1,hapax(1)
aSvakarRa,aśvakarṇa,Vatica robusta,Vatica Robusta,19874,"115,1",R.; Suśr.,no,3,uncommon(10-99)
aSvakarRaka,aśvakarṇaka,Vatica robusta,Vatica Robusta,19877,"115,1",Suśr.,no,2,rare(2-9)
aSvaKurI,aśvakhurī,Clitoria ternatea,Clitoria Ternatea,19888,"115,1",L.,yes,,
aSvaganDA,aśvagandhā,Physalis flexuosa,Physalis Flexuosa,19890,"115,1",Suśr.; KātyŚr.,no,4,common(100-999)
aSvaGna,aśvaghna,Nerium odorum,Nerium Odorum,19899,"115,1",L.,yes,2,rare(2-9)
aSvadaMzwrA,aśvadaṃṣṭrā,Tribulus lanuginosus,Tribulus Lanuginosus,19914,"115,1",L.,yes,,
aSvapucCikA,aśvapucchikā,Glycine debilis,Glycine Debilis,19932,"115,1",L.,yes,1,hapax(1)
aSvabalA,aśvabalā,Trigonella foenum graecum,Trigonella Foenum Graecum,19944,"115,1",Suśr.,no,2,rare(2-9)
aSvavAra,aśvavāra,Saccharum spontaneum,Saccharum Spontaneum,20004,"115,2","Pāṇ. viii, 2, 18",no,2,rare(2-9)
aSvavAla,aśvavāla,Saccharum spontaneum,Saccharum Spontaneum,20010,"115,2",ŚBr. iii.,no,1,hapax(1)
aSvatTa,aśvattha,Ficus religiosa,Ficus Religiosa,20104,"115,3",AV.; ŚBr.,no,4,common(100-999)
aSvatTa,aśvattha,Thespesia populneoides,Thespesia Populneoides,20107,"115,3",L.,yes,4,common(100-999)
aSvatTA,aśvatthā,Ficus religiosa,Ficus Religiosa,20111,"115,3",,no,,
aSvatTaBeda,aśvatthabheda,Ficus benjamina,Ficus Benjamina,20115,"115,3",,no,,
azwapadikA,aṣṭapadikā,Vallaris dichotomus wall,Vallaris Dichotomus Wall.,20210,"116,2","MBh. xiii, 2831",no,,
asana,asana,Terminalia tomentosa,Terminalia Tomentosa,20610,"118,3",Jain.; Suśr.,no,3,uncommon(10-99)
asanaparRI,asanaparṇī,Marsilea quadrifolia,Marsilea Quadrifolia,20612,"118,3",L.,yes,1,hapax(1)
asaru,asaru,Blumea lacera,Blumea Lacera,20806,"120,1",L.,yes,,
asAra,asāra,Ricinus communis,Ricinus Communis,20913,"120,2",L.,yes,3,uncommon(10-99)
asArA,asārā,Musa paradisiaca,Musa Paradisiaca,20914,"120,2",L.,yes,,
asAra,asāra,Aloe,Aloe,20915,"120,2",L.,yes,3,uncommon(10-99)
asipattra,asipattra,Scirpus kysoor roxb,Scirpus Kysoor Roxb.,20938,"120,3",L.,yes,2,rare(2-9)
asipucCaka,asipucchaka,Delphinus gangeticus,Delphinus Gangeticus,20946,"120,3",,no,,
asimeda,asimeda,Mimosa,Mimosa,20950,"120,3",L.,yes,,
asimeda,asimeda,Vachellia farnesiana,Vachellia Farnesiana,20950,"120,3",L.,yes,,
asitadruma,asitadruma,Xanthochymus pictorius,Xanthochymus Pictorius,20986,"120,3",L.,yes,,
asitamuzkaka,asitamuṣkaka,Schrebera swietenioides,Schrebera Swietenioides,20990,"120,3",Suśr.,no,1,hapax(1)
asurI,asurī,Sinapis ramosa roxb,Sinapis Ramosa Roxb.,21060,"121,1",L.,yes,3,uncommon(10-99)
asurasA,asurasā,Basilicum pilosum benth,Basilicum Pilosum Benth.,21119,"121,2",L.,yes,,
asTiBaNga,asthibhaṅga,Vitis quadrangularis,Vitis Quadrangularis,21400,"123,1",L.,yes,,
asTiyuj,asthiyuj,Vitis quadrangularis,Vitis Quadrangularis,21410,"123,1",L.,yes,,
asTisaMhAra,asthisaṃhāra,Vitis quadrangularis,Vitis Quadrangularis,21413,"123,1",L.,yes,,
asraKadira,asrakhadira,Mimosa,Mimosa,21534,"123,3",L.,yes,1,hapax(1)
asrapattraka,asrapattraka,Abelmoschus esculentus,Abelmoschus Esculentus,21540,"123,3",L.,yes,,
asraPalA,asraphalā,Boswellia thurifera roxb,Boswellia Thurifera Roxb.,21542,"123,3",L.,yes,,
asraroDinI,asrarodhinī,Mimosa pudica,Mimosa Pudica,21546,"123,3",L.,yes,,
ahicCattra,ahicchattra,Odina pennata,Odina Pennata,21820,"125,1",L.,yes,2,rare(2-9)
ahipuzpa,ahipuṣpa,Mesua roxburghii,Mesua Roxburghii,21843,"125,1",L.,yes,1,hapax(1)
ahiBayadA,ahibhayadā,Flacourtia cataphracta roxb,Flacourtia Cataphracta Roxb.,21850,"125,1",L.,yes,1,hapax(1)
ahimAra,ahimāra,Vachellia farnesiana,Vachellia Farnesiana,21860,"125,2",L.,yes,3,uncommon(10-99)
ahiMsrA,ahiṃsrā,Momordica cochinchinensis spreng,Momordica Cochinchinensis Spreng.,21904,"125,2",L.,yes,,
ahiMsrA,ahiṃsrā,Capparis sepiaria,Capparis Sepiaria,21905,"125,2",L.,yes,,
ahiMsrA,ahiṃsrā,Cactus opuntia,Cactus Opuntia,21906,"125,2",Bhpr.,no,,
ahikA,ahikā,Salmalia malabarica,Salmalia Malabarica,21907,"125,2",L.,yes,,
aheru,aheru,Asparagus racemosus,Asparagus Racemosus,21976,"125,3",L.,yes,1,hapax(1)
ahvalA,ahvalā,Semecarpus anacardium,Semecarpus Anacardium,22009,"126,1",L.,yes,,
Akalla,ākalla,Anthemis pyrethrum,Anthemis Pyrethrum,22074,"126,3",L.,yes,2,rare(2-9)
AkASamAMsI,ākāśamāṃsī,Nardostachys jaṭāmāṃsī,Nardostachys Jaṭāmāṃsī,22133,"127,1",L.,yes,,
AkASamUlI,ākāśamūlī,Pistia stratiotes,Pistia Stratiotes,22136,"127,1",L.,yes,,
AkASavallI,ākāśavallī,Cassyta filiformis,Cassyta Filiformis,22143,"127,1",L.,yes,2,rare(2-9)
Akulakft,ākulakṛt,Anthemis pyrethrum,Anthemis Pyrethrum,22176,"127,2",Bhpr.,no,,
AkfticCattrA,ākṛticchattrā,Achyranthes aspera,Achyranthes Aspera,22231,"127,3",L.,yes,,
AkzakI,ākṣakī,Terminalia bellerica,Terminalia Bellerica,22365,"128,2",Car.,no,1,hapax(1)
AkzaBArika,ākṣabhārika,Myrobalan,Myrobalan,22370,"128,2",,no,,
Akzika,ākṣika,Terminalia bellerica,Terminalia Bellerica,22373,"128,2",Suśr.,no,2,rare(2-9)
Akzika,ākṣika,Morinda tinctoria,Morinda Tinctoria,22374.1,"128,2",L.,yes,2,rare(2-9)
AkzIba,ākṣība,Hyperanthera moringa,Hyperanthera Moringa,22425,"128,3",L.,yes,,
AKu,ākhu,Lipeocercis serrata,Lipeocercis Serrata,22449,"129,1",L.,yes,3,uncommon(10-99)
AKukarRaparRikA,ākhukarṇaparṇikā,Myosotis,Myosotis,22452,"129,1",L.,yes,,
AKukarRaparRikA,ākhukarṇaparṇikā,Salvinia cucullata,Salvinia Cucullata,22452,"129,1",L.,yes,,
AKuvizahA,ākhuviṣahā,Lipeocercis serrata,Lipeocercis Serrata,22462,"129,1",L.,yes,1,hapax(1)
AKuvizahA,ākhuviṣahā,Andropogon serratum,Andropogon Serratum,22462,"129,1",L.,yes,1,hapax(1)
Agarava,āgarava,Agallochum,Agallochum,22614,"129,3",Hcar.,no,,
Agarava,āgarava,Aloe,Aloe,22614,"129,3",Hcar.,no,,
Agastya,āgastya,Agasti,Agasti,22628,"130,1","Pāṇ. iv, 1, 114; MBh.",no,2,rare(2-9)
Agastya,āgastya,Agasti grandiflorum,Agasti Grandiflorum,22629,"130,1",Suśr.,no,2,rare(2-9)
Agastya,āgastya,Agasti,Agasti,22630,"130,1",AitĀr.,no,2,rare(2-9)
Agastya,āgastya,Agasti,Agasti,22631,"130,1","MBh. iii, 971",no,2,rare(2-9)
AGawwaka,āghaṭṭaka,Desmochaeta atropurpurea,Desmochaeta Atropurpurea,22764,"130,3",L.,yes,1,hapax(1)
AGAwa,āghāṭa,Achyranthes aspera,Achyranthes Aspera,22769,"130,3",L.,yes,1,hapax(1)
AcArI,ācārī,Hingtsha repens,Hingtsha Repens,22914,"131,3",L.,yes,,
AcCuka,ācchuka,Morinda tinctoria,Morinda Tinctoria,23010,"132,2",L.,yes,,
Awi,āṭi,Turdus ginginianus,Turdus Ginginianus,23247,"133,3",PārGṛ.,no,1,hapax(1)
AQakI,āḍhakī,Cajanus indicus spreng,Cajanus Indicus Spreng.,23283,"134,1",Suśr.,no,3,uncommon(10-99)
ARavIna,āṇavīna,Panicum miliaceum,Panicum Miliaceum,23310,"134,1","Pāṇ. v, 2, 4.",no,,
Ati,āti,Turdus ginginianus,Turdus Ginginianus,23393,"134,3",L.,yes,2,rare(2-9)
Atfpya,ātṛpya,Anona reticulata,Anona Reticulata,23445,"135,1",L.,yes,,
AtmaguptA,ātmaguptā,Mucuna pruritus hook,Mucuna Pruritus Hook,23489,"135,2",Suśr.,no,3,uncommon(10-99)
AtmamUlI,ātmamūlī,Alhagi maurorum,Alhagi Maurorum,23577,"135,3",L.,yes,,
AtmarakzA,ātmarakṣā,Trichosanthes bracteata,Trichosanthes Bracteata,23589,"135,3",L.,yes,2,rare(2-9)
AtmaSalyA,ātmaśalyā,Asparagus racemosus willd,Asparagus Racemosus Willd.,23621,"135,3",L.,yes,2,rare(2-9)
AtmodBavA,ātmodbhavā,Glycine debilis roxb,Glycine Debilis Roxb.,23679,"136,1",L.,yes,1,hapax(1)
AdAnI,ādānī,Cucurbitaceous,cucurbitaceous,23789,"136,3",L.,yes,1,hapax(1)
Aditya,āditya,Calotropis gigantea,Calotropis Gigantea,23910.25,"137,2",L.,yes,5,very-common(1000+)
AdityakAntA,ādityakāntā,Polanisia icosandra,Polanisia Icosandra,23911,"137,2",L.,yes,,
Adityatejas,ādityatejas,Polanisia icosandra,Polanisia Icosandra,23921,"137,2",L.,yes,,
Adityapattra,ādityapattra,Calotropis gigantea,Calotropis Gigantea,23928,"137,2",L.,yes,2,rare(2-9)
AdityaparRikA,ādityaparṇikā,Polanisia icosandra,Polanisia Icosandra,23929,"137,2",L.; Suśr.,no,,
Anutilya,ānutilya,Sesamum,Sesamum,24572,"141,1",Pāṇ.,no,,
Apya,āpya,Costus,Costus,25058,"144,1",L.,yes,3,uncommon(10-99)
Amaya,āmaya,Costus speciosus,Costus Speciosus,25442,"146,2",Bhpr.,no,4,common(100-999)
AmaRqa,āmaṇḍa,Ricinus communis,Ricinus Communis,25448,"146,2",L.,yes,2,rare(2-9)
Amalaka,āmalaka,Emblic myrobalan,Emblic Myrobalan,25492,"146,3","Pāṇ. iv, 1, 41",no,4,common(100-999)
Amalaka,āmalaka,Emblica officinalis gaertn,Emblica Officinalis Gaertn.,25492,"146,3","Pāṇ. iv, 1, 41",no,4,common(100-999)
Amalaka,āmalaka,Emblic myrobalan,Emblic Myrobalan,25493,"146,3",MBh.; Suśr.; ChUp.,no,4,common(100-999)
Amalaka,āmalaka,Gendarussa vulgaris,Gendarussa Vulgaris,25494,"146,3",L.,yes,4,common(100-999)
AmalakIpattra,āmalakīpattra,Pinus webbiana,Pinus Webbiana,25495,"146,3",,no,,
AmalakIpattraPala,āmalakīpattraphala,Emblic myrobalan,Emblic Myrobalan,25496,"146,3",Kād.,no,,
Amupa,āmupa,Bambusa spinosa hamilt. roxb,Bambusa Spinosa Hamilt. Roxb.,25561,"147,1",L.,yes,,
Amoda,āmoda,Asparagus racemosus,Asparagus Racemosus,25603,"147,2",L.,yes,3,uncommon(10-99)
Amra,āmra,Mangifera indica,Mangifera Indica,25649,"147,3",MBh.; R.; Śak.,no,4,common(100-999)
AmraganDiharidrA,āmragandhiharidrā,Curcuma reclinata,Curcuma Reclinata,25655,"147,3",Bhpr.,no,,
AmraniSA,āmraniśā,Curcuma reclinata,Curcuma Reclinata,25658,"147,3",L.,yes,,
AmravAwa,āmravāṭa,Spondias mangifera,Spondias Mangifera,25666,"147,3",L.,yes,,
