parent_L,parent_k1,child_L,child_k1,child_lex,reciprocal
823,agasti,825.1,agastidru,f.,yes
8550,annAda,8551.1,annAditamA,,yes
16160,arDacandraka,89847.1,dattArDacandraka,mfn.,yes
16491.11,arhaRIya,16491.12,arhaRIyatama,mfn.,yes
16679.1,alAtacakra,16679.2,alAtacakravat,ind.,yes
16974,avakASa,16976.2,avakASena,ind.,yes
17008,avakfzwa,17009.1,avakfzwatara,mfn.,yes
18542,avAntara,18543.1,avAntarAm,ind.,no_backlink
19167.2,avfzaRa,19167.3,avfzaRIkfta,mfn.,yes
19418,aSana,166401.1,mUlaPalASana,,yes
20184,azwaguRa,20184.1,azwaguRASraya,mfn.,yes
20869,asADu,20870.1,asADunA,ind.,yes
20982.1,asitagati,20982.2,asitagatidyuti,m.,yes
21648,ahanti,21648.1,ahantya,mfn.,yes
21648,ahanti,21648.2,ahantva,mfn.,yes
21669,ahambudDi,5419.1,anahambudDi,mfn.,yes
21818,ahicumbaka,21818.1,ahicumbakAyani,m.,yes
22308,Akranda,5431.01,anAkranda,,yes
23161,AjYA,5480.1,anAjYayA,ind.,yes
24642,AnUka,24642.1,AnUkam,ind.,yes
25362,ABaradvasu,25362.1,ABaradvasava,n.,yes
25432,AmAd,25432.1,AmAdya,n.,yes
25656,Amragupta,25656.1,AmraguptAyani,m.,yes
25656,Amragupta,25656.2,Amragupti,m.,yes
27413,ASaNkA,194467.1,vigatASaNka,mfn.,yes
27413,ASaNkA,142613.1,badDASaNka,mfn.,yes
27563,ASvaSva,27563.1,ASvaSvya,n.,yes
27806,ASvalAyanaSAKA,27806.1,ASvalAyanaSAKin,mfn.,yes
28319,AhanasyA,5731.1,anAhanasya,mfn.,yes
28824,idAvatsara,28824.1,idAvatsarIya,mfn.,yes
28982,indrajanana,28982.1,indrajananIya,mfn.,yes
30878,utkfzwa,80487.1,jYAnotkfzwa,mfn.,yes
31144,uttara,257061.4,smottara,mfn.,yes
34462,upacAra,34465.1,upacArAt,ind.,yes
35305,upamA,13942.1,amaropama,mfn.,yes
37244,uras,37247.1,uraskftya,ind.,yes
37768,uzRam,37768.1,uzRaMkftya,ind.,yes
39809,ekAnta,39814.1,ekAnte,ind.,yes
39942,ekona,39942.1,ekonaviMSati,f.,yes
42134,kawuka,89909.1,daDikawuka,m.,yes
46080,kalpa,46090.1,kalpam,ind.,yes
49733,kAlvAla,49733.1,kAlvAlIkfta,mfn.,yes
50480,kiyaddUra,50480.1,kiyaddUre,ind.,yes
50480,kiyaddUra,50480.2,kiyaddUram,ind.,yes
52990,kulAkula,52994.21,kulAkulavAra,m.,yes
52992,kulAkula,52994.01,kulAkulatiTi,f.,yes
52993,kulAkula,52994.11,kulAkulanakzatra,n.,yes
58015,kriyAtmaka,58015.1,kriyAtmakatva,n.,yes
63376,gamBIra,87663,trigamBIra,,yes
65507,guRa,238214.1,sarvaguRa,mfn.,yes
65821,guRya,65821.1,guRyatva,n.,yes
71149,caturantA,71149.1,caturanteSa,m.,yes
71240,caturnavati,71240.1,caturnavatitama,mfn.,yes
71305,caturviMSat,71305.1,caturviMSacCata,n.,yes
71418.6,catuzpadI,71418.61,catuzpadIgamana,n.,yes
72044,capewApAtana,72044.1,capewApAtanAtiTi,mfn.,yes
73394,cikura,74394,cihura,m.,yes
73555,cittajYa,73555.1,cittajYatA,f.,yes
73612,cittAnuvartin,73612.1,cittAnuvartitva,n.,yes
73613,cittAnuvftti,73614.1,cittAnuvfttitva,n.,yes
73680,citra,228935.1,sacitra,mfn.,yes
74024,cidrUpa,74026.1,cidrUpatva,n.,yes
74138,cintAratna,74138.1,cintAratnAyita,n.,yes
74720,cUcuka,74540,cucuka,m.,yes
74720,cUcuka,74543,cucUka,n.,yes
74946,cela,150114.1,BAryAcela,n.,yes
74946,cela,147432.1,brAhmaRicelI,f.,yes
74946,cela,147340.1,brAhmaRacela,m.,yes
75367,CagalI,75367.1,CagalIpayas,n.,yes
75410,CattraDAra,75410.1,CattraDAratva,n.,yes
75706,CambawkAra,1866.4,acCambawkArAya,ind.,yes
76300,jagadantaka,76300.1,jagadantakAntaka,mfn.,yes
77076,janmavat,77076.1,janmavattA,f.,yes
77095,janmAnDa,77095.1,janmAnDatva,n.,yes
77105,janman,77118.2,kftajanman,mfn.,yes
77106,janman,77118.1,janma,ind.,yes
77121,janya,77124.1,janyatA,f.,yes
77121,janya,77124.2,janyatva,n.,yes
77844,jalajakusuma,77844.1,jalajakusumayoni,m.,yes
78699,jAtimat,78699.1,jAtimattva,n.,yes
78821,jAni,5027.1,ananyajAni,mfn.,yes
79299,jijYAsA,54234.2,kftajijYAsa,mfn.,yes
79497,jihvaka,2169.1,ajihvaka,mfn.,yes
79825,jIvanmfta,79825.1,jIvanmftatva,n.,yes
81379,qAmara,81384.1,qAmaratva,n.,yes
81405,qiRqima,81407.1,qiRqimatva,n.,yes
81415,qitTa,81416.1,qitTatA,f.,yes
81415,qitTa,81416.2,qitTatva,n.,yes
82064,tadapatya,82064.1,tadapatyatA,f.,yes
82126.1,tadDita,2508.1,atadDita,mfn.,yes
82140,tadrUpa,82142.1,tadrUpatva,n.,yes
82860,tapya,82861.1,tapyatva,n.,yes
83028,tara,2532.01,atara,mfn.,yes
83161,taritra,2532.2,ataritra,mfn.,yes
83495,tarzula,2539.1,atarzulam,ind.,yes
83623,tavizI,83626.1,tavizIBis,ind.,yes
83693,tAjat,83693.1,tAjadBaNga,m.,yes
83784,tAtkAlika,83786.1,tAtkAlikatva,n.,yes
83849,tAnUnaptra,83850.1,tAnUnaptratva,n.,yes
84807,tiktAsya,84807.1,tiktAsyatA,f.,yes
87077,tElapUra,3374.2,atElapUra,mfn.,yes
87077,tElapUra,9732.1,apavarjitatElapUra,mfn.,yes
87087,tElayantra,87087.1,tElayantracakra,n.,yes
87817,triDAtu,87821.1,triDAtutva,n.,yes
88718,trEliNga,88718.1,trEliNgya,n.,yes
88811,tryaMSa,88811.1,tryaMSanATa,m.,yes
88886,tryaha,88888.1,tryaham,ind.,yes
88886,tryaha,88888.2,tryahAt,ind.,yes
88886,tryaha,88888.3,tryahe,ind.,yes
88886,tryaha,88888.4,tryahena,ind.,yes
89851,dattottara,89851.2,dattottaratva,n.,yes
90202,dantura,90205.1,danturatA,f.,yes
90204,dantura,90205.2,danturatA,f.,yes
90520,darBapiYjUla,90521.1,darBapiYjUlavat,mfn.,yes
90938,daSarUpa,90938.3,daSarUpaBft,m.,yes
90938.2,daSarUpa,90938.4,daSarUpAloka,m.,yes
90938.2,daSarUpa,90938.5,daSarUpAvaloka,m.,yes
91476,dAkza,91479.1,dAkzasyAyana,n.,yes
91528,dAkziRAtya,91531.1,dAkziRAtyaka,,yes
91907,dASArha,91907.1,dASArhaka,m.,yes
91949,dAsamitrAyaRa,91949.2,,,CHILD_MISSING
92731,dIkzita,92732.1,dIkzitatva,n.,yes
93308,duHSIla,93310.1,duHSIlatA,f.,yes
93353,duHsampAda,93353.1,duHsampAdya,,no_backlink
93356,duHsaha,93361.1,duHsahatva,n.,yes
93783,durAroha,93786.1,durArohatA,f.,yes
93917,durGawa,93920.01,durGawatva,n.,yes
94032,durDarza,94038.1,durDarzatA,f.,yes
94032,durDarza,94038.2,durDarzatva,n.,yes
94098,durbalAgni,94098.1,durbalAgnitA,f.,yes
94173,durmanas,94174.1,durmanastA,f.,yes
94243,duryoDana,94245.1,duryoDanatA,f.,yes
94277,durvaca,94280.1,durvacatva,n.,yes
94294,durvarRa,94295.1,durvarRaka,n.,yes
94319,durvAra,94319.1,durvAratva,n.,yes
94322.2,durvArya,94322.3,durvAryatva,n.,yes
94509,duScara,94514.1,duScaratva,n.,yes
94524,duScikitsya,94524.1,duScikitsyatva,n.,yes
94552,duzkarakArin,94552.1,duzkarakAritA,f.,yes
94566,duzkula,94566.1,duzkulatA,f.,yes
94575,duzkrama,94577.1,duzkramatA,f.,yes
94866,dUta,94865.1,dUtaya,,yes
94901,dUram,94915.1,dUraMkaraRa,,yes
94902,dUram,94915.2,dUraMgata,mfn.,yes
94903,dUram,94915.3,dUraMgama,mfn.,yes
94954,dUrapAtin,94954.1,dUrapAtitA,f.,yes
94954,dUrapAtin,94954.2,dUrapAtitva,n.,yes
95126,dfQaprahArin,95127.1,dfQaprahAritA,f.,yes
95137,dfQaBakti,95138.01,dfQaBaktitA,f.,yes
95144,dfQamuzwi,95145.1,dfQamuzwitA,f.,yes
95486,dfzada,95486.1,dfzadolUKala,n.,yes
95518,deva,95539.11,,,CHILD_MISSING
95518,deva,96277.1,devI,,no_backlink
95583,devaKAta,95583.1,devaKAtaka,n.,yes
95658,devatAqa,95661.1,devatAqaka,m.,yes
95792,devapaTa,95792.1,devapaTatIrTa,n.,yes
95827,devapUjA,95827.1,devapUjAviDi,m.,yes
95877,devaBUya,95877.1,devaBUyaMgata,mfn.,yes
96138,devasenA,96141.1,devasenApati,m.,yes
96138,devasenA,96141.2,devasenApriya,m.,yes
96594,deSI,96598.1,deSItva,n.,yes
96788.05,dEva,96807.1,dEvatIrTa,n.,yes
96788.05,dEva,96848.1,dEvIdik,n.,yes
96788.60,dEva,96788.7,dEvAt,ind.,yes
96970,doDaka,96970.1,doDakavftta,n.,yes
97013,dozA,97014.1,dozAm,ind.,yes
97013,dozA,97014.2,dozA,ind.,yes
97235,dOtya,97235.01,dOtyaka,n.,yes
97332,dyumaryAda,97332.1,dyumaryAdatva,n.,yes
97332,dyumaryAda,97332.2,dyumaryAdavattva,n.,yes
97859,drutatara,97860.1,drutataragati,mfn.,yes
98105,dvaMdva,98113.1,dvaMdvam,ind.,yes
98105,dvaMdva,98113.2,dvaMdve,ind.,yes
98105,dvaMdva,98113.3,dvaMdvena,ind.,yes
98161.1,dvAtriMSa,98161.2,dvAtriMSAra,mfn.,yes
98457,dvijihva,98457.5,dvijihvatA,f.,yes
98457,dvijihva,98457.6,dvijihvatva,n.,yes
98579,dvibarhas,98580,dvibarhAs,n.,yes
98739,dvizWa,98740.1,dvizWatA,f.,yes
98788,dvIndriya,98789.1,dvIndriyagrAhya,mfn.,yes
99066,dvEpada,99067.1,dvEpadaSas,ind.,yes
99096,dvEtanirRaya,99096.1,dvEtanirRayawIkA,f.,yes
99096,dvEtanirRaya,99096.2,dvEtanirRayaPakkikA,f.,yes
99096,dvEtanirRaya,99096.3,dvEtanirRayaSivapUjAsaMgraha,m.,yes
99096,dvEtanirRaya,99096.4,dvEtanirRayasidDAntasaMgraha,m.,yes
99253,DattUra,99255.1,DattUraka,m.,yes
99253,DattUra,99255.2,DattUrakA,f.,yes
99278,Danagupta,99278.1,DanaguptatA,f.,yes
99345,DanaDAnya,99346.1,DanaDAnyADika,mfn.,yes
99456,DaneSa,99457.1,DaneSatva,n.,yes
99472,Danika,99480.1,DanikatA,f.,yes
99906,Darma,99930.1,DarmeRa,ind.,yes
99906,Darma,99930.2,DarmAt,ind.,yes
99906,Darma,99930.3,DarmesTita,mfn.,yes
100020,Darmatattva,100022.1,Darmatattvatas,ind.,yes
100097,DarmanibanDa,100098.1,DarmanibanDin,mfn.,yes
100183,DarmamAtra,100184.1,DarmamAtratva,n.,yes
100191,DarmameGa,100192.1,DarmameGaDyAna,n.,yes
100219,DarmarAja,100222.01,DarmarAjatA,f.,yes
100220,DarmarAja,100222.31,DarmarAjapurogama,mfn.,yes
100222,DarmarAja,100222.1,DarmarAjadIkzita,m.,yes
100222,DarmarAja,100222.2,DarmarAjadIkzitIya,n.,yes
100222,DarmarAja,100222.3,DarmarAjaputra,m.,yes
100222,DarmarAja,100222.4,DarmarAjaBawwa,m.,yes
100222,DarmarAja,100222.6,DarmarAjADvarivara,m.,yes
100222,DarmarAja,100222.5,DarmarAjADvarindra,m.,yes
100338,DarmasUtra,100339.1,DarmasUtrakAra,m.,yes
100338,DarmasUtra,100339.2,DarmasUtravyAKyA,f.,yes
100387,DarmADikaraRa,100388.1,DarmADikaraRasTAna,n.,yes
100393,DarmADikArin,100394.1,DarmADikAripuruza,m.,yes
100452,DarmeSvara,100455.1,DarmeSvaratIrTa,n.,yes
100452,DarmeSvara,100455.2,DarmeSvaraliNga,n.,yes
100459,Darmottara,100460.1,DarmottarIya,m.,yes
100920,DAnuzka,100921.1,DAnuzkatA,f.,yes
101028,DArya,101035.1,DAryatva,n.,yes
101351,DIrapraSAnta,101352.1,DIrapraSAntasvara,mfn.,yes
101409,DunDumAra,101414.1,DunDumAratva,n.,yes
101615,DUmorRA,101616.1,DUmorRApati,m.,yes
101801,DUsara,101808.1,DUsaratva,n.,yes
101826,Dfta,101831.1,Dftam,ind.,yes
101909,Dftimat,101918.1,DftimattA,f.,yes
102629,nakutaScid,102629.1,nakutaScidBaya,mfn.,yes
102675.15,nAtidUra,102675.16,nAtidUraga,mfn.,yes
102675.15,nAtidUra,102675.17,nAtidUranirIkzin,mfn.,yes
102675.15,nAtidUra,102675.18,nAtidUravartin,mfn.,yes
102675.15,nAtidUra,102675.19,nAtidUrasTita,mfn.,yes
102675.45,nAtimAnin,102675.46,nAtimAnitA,f.,yes
102675.49,nAtiramaRIya,102675.50,nAtiramaRIyatA,f.,yes
102675.61,nAtivilambita,102675.62,nAtivilambitam,ind.,yes
102675.63,nAtivilambin,102675.64,nAtivilambitA,f.,yes
102681,nAntarIyaka,102681.1,nAntarIyakatva,n.,yes
102794,naktaMcara,102796.1,naktaMcareSvara,m.,yes
102834,nakzatrakUrma,102834.1,nakzatrakUrmacAra,m.,yes
102834,nakzatrakUrma,102834.2,nakzatrakUrmaviBAga,m.,yes
102886,nakzatramAlA,102888.1,nakzatramAlAya,,yes
103465,nandagopakula,103465.1,nandagopakulodBavA,f.,yes
103477,nandaputra,103478.1,nandaputrotsava,m.,yes
103503,nandaka,103506.1,nandakin,m.,yes
103582,nandimuKasuGoza,103582.1,nandimuKasuGozAvadAna,n.,yes
103606,nandizeRa,103606.1,nandizeReSvara,n.,yes
103817,naBAka,103818.1,naBAkavat,ind.,yes
103822,naBya,103823.1,naByasTa,mfn.,yes
104061,naradeva,104062.1,naradevatva,n.,yes
104157,narasiMhadvAdaSI,104157.1,narasiMhadvAdaSIvrata,n.,yes
104283,nartakI,104287.1,nartakItva,n.,yes
104370,narman,104370.1,narmaRA,ind.,yes
104403.1,nalada,104403.51,naladatva,n.,yes
104404,nalada,104404.1,naladatva,n.,yes
104773,nazwa,104801.2,nazwavat,mfn.,yes
104893,nAkaprizWa,104894.1,nAkaprizWya,mfn.,yes
104900,nAkasad,104900.1,nAkasattva,n.,yes
105043,nAgapurI,105043.1,nAgapurImAhAtmya,n.,yes
105123,nAgavallI,105123.1,nAgavallIkalpa,m.,yes
105196,nAgeSa,105197.1,nAgeSavivaraRa,n.,yes
105333,nAwya,105334.1,nAwyena,ind.,yes
105459,nATavat,105460.1,nATavattA,f.,yes
105548,nAnApada,105548.1,nAnApadavat,ind.,yes
105570,nAnArUpa,105570.1,nAnArUpatA,f.,yes
105592,nAnAsUrya,105593.1,nAnAsUryatva,n.,yes
105781,nAmamAlA,105781.1,nAmamAlAkoSa,m.,yes
105781,nAmamAlA,105782.1,nAmamAlikA,f.,yes
105792,nAmarUpa,105792.2,nAmarUpAtmaka,mfn.,yes
105942,nArAyaRabali,105942.1,nArAyaRabaliprayoga,m.,yes
105942,nArAyaRabali,105942.2,nArAyaRabaliviDi,m.,yes
105942,nArAyaRabali,105942.3,nArAyaRabalisamarTana,n.,yes
105942,nArAyaRabali,105942.4,nArAyaRabalisvayamprayojanasaYcikA,f.,yes
106138.2,nAlikA,106138.7,nAlikApuzpa,n.,yes
106166,nAlikera,106167.1,nAlikela,m.,yes
106218,nASya,106218.1,nASyatva,n.,yes
106276,nAsikAgra,106276.1,nAsikAgratas,ind.,yes
106318,niHkzatra,106318.1,niHkzatre,ind.,yes
106358,niHSeza,106358.1,niHSezam,ind.,yes
106358,niHSeza,106358.2,niHSezeRa,ind.,yes
106412,niHsattva,106417.1,niHsattvatva,n.,yes
106413,niHsattva,106417.2,niHsattvatA,f.,yes
106429,niHsapatna,106430.1,niHsapatnatA,f.,yes
106442,niHsaha,106443.1,niHsahatA,f.,yes
106442,niHsaha,106443.2,niHsahatva,n.,yes
106452,niHsAra,106456.1,niHsAratA,f.,yes
106452,niHsAra,106456.2,niHsAratva,n.,yes
106473,niHsneha,106477.1,niHsnehatva,n.,yes
106482,niHspfha,106483.1,niHspfhatA,f.,yes
106511,niraNkuSa,106511.1,niraNkuSam,ind.,yes
106511,niraNkuSa,106511.2,niraNkuSatva,n.,yes
106522,niraYjana,106524.1,niraYjanAzwaka,n.,yes
106525,niratiSaya,106525.1,niratiSayatva,n.,yes
106527,niratyaya,106529.1,niratyayatva,n.,yes
106533,niranukroSa,106536.1,niranukroSatA,f.,yes
106546,niranuroDa,106547.1,niranuroDatva,n.,yes
106549,nirantara,106557.1,nirantaratA,f.,yes
106579,niraparADa,106580.1,niraparADatA,f.,yes
106632,nirarTaka,106636.1,nirarTakam,ind.,yes
106632,nirarTaka,106636.2,nirarTakatva,n.,yes
106645,niravagraha,106646.1,niravagrahe,ind.,yes
106648,niravadya,106650.1,niravadyatva,n.,yes
106649,niravadya,106650.2,niravadyavat,mfn.,yes
106654,niravayava,106654.1,niravayavatva,n.,yes
106699,nirAkula,106700.1,nirAkulam,ind.,yes
106775,nirAlamba,106777.1,nirAlambam,ind.,yes
106775,nirAlamba,106777.2,nirAlambatva,n.,yes
106795,nirASin,106795.1,nirASitva,n.,yes
106802,nirASis,106804.1,nirASIstva,n.,yes
106837,nirIhA,106837.1,nirIhatA,f.,yes
106837,nirIhA,106837.2,nirIhatva,n.,yes
106837,nirIhA,106837.3,nirIhAvasTA,f.,yes
106840,nirucCvAsa,106841.1,nirucCvAsanipIqita,mfn.,yes
106879,nirupaDijIvana,106879.1,nirupaDijIvanatA,f.,yes
107033,nirdaSa,107033.1,nirdaSatA,f.,yes
107069,nirDarma,107070.1,nirDarmatva,n.,yes
107070,nirDarma,107070.2,nirDarmamUrKatA,f.,yes
107087,nirnimitta,107090.1,nirnimittatva,n.,yes
107100,nirbIja,107101.1,nirbIjatva,n.,yes
107109,nirBaya,107110.1,nirBayam,ind.,yes
107115,nirBara,107121.1,nirBarita,,yes
107198,nirmAlya,107204.1,nirmAlyatA,f.,yes
107241,nirlajja,107241.1,nirlajjatA,f.,yes
107304,nirvicikitsa,107305.1,nirvicikitsam,ind.,yes
107345,nirvizaya,107346.1,nirvizayatva,n.,yes
107353,nirvIra,107353.5,nirvIratA,f.,yes
107404,nirhima,107404.01,nirhimam,ind.,yes
107451,nizkaruRa,107451.1,nizkaruRatA,f.,yes
107610,nizprapaYcasadAtman,107610.1,nizprapaYcasadAtmatva,n.,yes
107612,nizpraBa,107613.1,nizpraBatA,f.,yes
107612,nizpraBa,107613.2,nizpraBatva,n.,yes
107621,nizprayojana,107621.1,nizprayojanam,ind.,yes
107621,nizprayojana,107621.2,nizprayojanatA,f.,yes
107621,nizprayojana,107621.3,nizprayojanatva,n.,yes
107710,nIrajIkf,107710.1,nIrajIkArita,mfn.,yes
107720,nIrasa,107723.2,nIrasatva,n.,yes
107722,nIrasa,107723.1,nIrasatA,f.,yes
107736,nIroga,107736.1,nIrogatA,f.,yes
107749,niHSI,107749.1,niHSayAna,mfn.,yes
107816,nikawa,107816.1,nikawam,ind.,yes
107816,nikawa,107816.2,nikawe,ind.,yes
107816,nikawa,107816.3,nikawAt,ind.,yes
107839,nikazA,107841.11,nikazAtmaja,m.,yes
107946,nikfzwASaya,107946.1,nikfzwASayatA,f.,yes
107948,nikfzwopADi,107948.1,nikfzwopADitA,f.,yes
108020,nigaqa,108021.1,nigaqakzveqana,n.,yes
108150,nigrAhaka,108150.1,nigrAhakatva,n.,yes
108185,niGna,108188.1,niGnatA,f.,yes
108304,nitamba,108309.1,nitambatA,f.,yes
108387,nityamukta,108387.1,nityamuktatva,n.,yes
108419,nityasvADyAyin,108419.1,nityasvADyAyitA,f.,yes
108444,nityotsava,108444.1,nityotsavaviDi,m.,yes
108480,nidAna,108487.1,nidAnena,ind.,yes
108509,nideSa,108510.1,nideSe,ind.,yes
108528,nidarSana,108533.1,nidarSanatva,n.,yes
108528,nidarSana,108533.2,nidarSanArTam,ind.,yes
108592,niDAna,108595.1,niDAnatA,f.,yes
108607.58,niDISa,108607.59,niDISatva,n.,yes
109059,nimna,109062.1,nimnEs,ind.,yes
109130,niyantf,109131.1,niyantftva,n.,yes
109134,niyama,109145.1,niyamena,ind.,yes
109136,niyama,109145.15,niyamena,ind.,yes
109136,niyama,109145.2,niyamAt,ind.,yes
109177,niyAmaka,109180.1,niyAmakatA,f.,yes
109177,niyAmaka,109180.2,niyAmakatva,n.,yes
109211,niyoga,109212.1,niyogAt,ind.,yes
109211,niyoga,109212.2,niyogena,ind.,yes
109212,niyoga,109212.21,niyogena,ind.,yes
