L_number,resolved_to_ls,terminal_siglum,kind,confidence
51515,"Dhātup. xxxiii, 25",Dhātup.,real,same-cluster
51632,L.,L.,meta,crossed-headword
51633,L.,L.,meta,crossed-headword
51639,Car.,Car.,real,crossed-headword
51640,Car.,Car.,real,crossed-headword
51676,Dhātup.,Dhātup.,real,same-cluster
51680,VP.,VP.,real,crossed-headword
51746,"Dhātup. xxviii, 89",Dhātup.,real,same-cluster
51746,"Dhātup. xxviii, 89",Dhātup.,real,same-cluster
51746,"Dhātup. xxviii, 89",Dhātup.,real,same-cluster
51782,"Dhātup. xxviii, 45",Dhātup.,real,same-cluster
51782,"Dhātup. xxviii, 45",Dhātup.,real,same-cluster
51824,"Dhātup. ix, 57",Dhātup.,real,same-cluster
51842,"Dhātup. ix, 37",Dhātup.,real,same-cluster
51842,"viii, 17",viii,real,same-cluster
51902,"MBh. i, 1561",MBh.,real,same-cluster
51903,3744,3744,real,same-cluster
51981,L.,L.,meta,crossed-headword
51982,L.,L.,meta,crossed-headword
52034,"RV. x, 105, 11.",RV.,real,crossed-headword
52080,VP.,VP.,real,crossed-headword
52081,VP.,VP.,real,crossed-headword
52082,VP.,VP.,real,crossed-headword
52083,VP.,VP.,real,crossed-headword
52087,Buddh.,Buddh.,real,same-cluster
52091,L.,L.,meta,crossed-headword
52092,L.,L.,meta,crossed-headword
52093,L.,L.,meta,crossed-headword
52143,"Dhātup. iii, 6",Dhātup.,real,same-cluster
52143,"Dhātup. xxxi, 42",Dhātup.,real,same-cluster
52315,L.,L.,meta,crossed-headword
52316,L.,L.,meta,crossed-headword
52331,Kathās.,Kathās.,real,crossed-headword
52332,Kathās.,Kathās.,real,crossed-headword
52336,Suśr.,Suśr.,real,crossed-headword
52357,"Car. iv, 8.",Car.,real,crossed-headword
52376,Kāś.,Kāś.,real,crossed-headword
52402,Kād.,Kād.,real,crossed-headword
52410.45,VP.,VP.,real,same-cluster
52628,Suśr.,Suśr.,real,crossed-headword
52656,Prasannar.,Prasannar.,real,crossed-headword
52659,Prasannar.,Prasannar.,real,crossed-headword
52676,Suśr.,Suśr.,real,crossed-headword
52702,Kāś.,Kāś.,real,crossed-headword
52703,Kāś.,Kāś.,real,crossed-headword
52719,Kāś.,Kāś.,real,crossed-headword
52745,VP.,VP.,real,crossed-headword
52754,Bhag.,Bhag.,real,crossed-headword
52767,Suśr.,Suśr.,real,crossed-headword
52809,"Dhātup. xx, 12",Dhātup.,real,same-cluster
52809,"Dhātup. xx, 12",Dhātup.,real,same-cluster
52809,"Dhātup. xx, 12",Dhātup.,real,same-cluster
53157,"Pāṇ. v, 1, 55.",Pāṇ.,real,crossed-headword
53160,MBh.,MBh.,real,same-cluster
53189,Bhpr.,Bhpr.,real,crossed-headword
53237,Bhpr.,Bhpr.,real,crossed-headword
53303,BhP.,BhP.,real,same-cluster
53336,"R. i, 46, 8",R.,real,crossed-headword
53362,W.,W.,meta,crossed-headword
53368,BrahmaP.,BrahmaP.,real,same-cluster
53392,Buddh.,Buddh.,real,crossed-headword
53484,"Uṇ. iii, 76",Uṇ.,real,same-cluster
53498,Sāy.,Sāy.,real,same-cluster
53656,VP.,VP.,real,same-cluster
53733,"RV. viii, 24, 30.",RV.,real,crossed-headword
53778,"Dhātup. xxii, 54",Dhātup.,real,same-cluster
53784,"Uṇ. iv, 91",Uṇ.,real,same-cluster
53811,"Dhātup. xxxv, 38",Dhātup.,real,same-cluster
53811,"Dhātup. xxxv, 38",Dhātup.,real,same-cluster
53811,"Dhātup. xxxv, 38",Dhātup.,real,same-cluster
53811,"Dhātup. xxxiii, 28",Dhātup.,real,same-cluster
53811,"Dhātup. xxxiii, 28",Dhātup.,real,same-cluster
53916,"Dhātup. xxviii, 88",Dhātup.,real,same-cluster
54148,Kāś.,Kāś.,real,same-cluster
54148,R.,R.,real,same-cluster
54148,R.,R.,real,same-cluster
54148,R.,R.,real,same-cluster
54148,Kāś.,Kāś.,real,same-cluster
54157,AV.,AV.,real,same-cluster
54169,Śak.,Śak.,real,same-cluster
54177,AV.,AV.,real,same-cluster
54258,VP.,VP.,real,crossed-headword
54582,"BhP. ix, 22, 5",BhP.,real,same-cluster
54677,"Vop. vii, 70",Vop.,real,crossed-headword
54678,"Vop. vii, 70",Vop.,real,crossed-headword
54776,ĀpŚr.,ĀpŚr.,real,crossed-headword
54789,"Nir. v, 22",Nir.,real,same-cluster
54809,"vi, 2, 46",vi,real,crossed-headword
54815,L.,L.,meta,crossed-headword
54816,L.,L.,meta,crossed-headword
54817,L.,L.,meta,crossed-headword
54821,L.,L.,meta,crossed-headword
54822,L.,L.,meta,crossed-headword
54823,L.,L.,meta,crossed-headword
54842,Kāraṇḍ.,Kāraṇḍ.,real,crossed-headword
54884,"RV. x, 74, 3.",RV.,real,crossed-headword
54904,"MBh. iii, 337.",MBh.,real,crossed-headword
54937,Suśr.,Suśr.,real,crossed-headword
55020,Gaṇar. 27,Gaṇar.,real,crossed-headword
55043,"MBh. xii, 228.",MBh.,real,crossed-headword
55048,"Pāṇ. iv, 3, 111.",Pāṇ.,real,crossed-headword
55058,Kathās.,Kathās.,real,crossed-headword
55063,"Naigh. i, 2",Naigh.,real,same-cluster
55182,Suśr.,Suśr.,real,same-cluster
55364,Hcat.,Hcat.,real,crossed-headword
55370,Suśr.,Suśr.,real,same-cluster
55560,"Vop. vii, 82.",Vop.,real,crossed-headword
55569,"Dhātup. xxxiii, 33",Dhātup.,real,same-cluster
55639,AV.,AV.,real,same-cluster
55710,MatsyaP.,MatsyaP.,real,same-cluster
55760,"Dhātup. x, 7",Dhātup.,real,same-cluster
55793,"Dhātup. xv, 30",Dhātup.,real,same-cluster
56169,"BhP. ix, 24, 37",BhP.,real,same-cluster
56225,"Pāṇ. iv, 2, 40 f.",Pāṇ.,real,crossed-headword
56375,Buddh.,Buddh.,real,crossed-headword
56451,Npr.,Npr.,real,crossed-headword
56543,"AgP. xl, 15.",AgP.,real,crossed-headword
56574,Suśr.,Suśr.,real,crossed-headword
56623,L.,L.,meta,crossed-headword
56629,Gal.,Gal.,real,same-cluster
56634,Gal.,Gal.,real,crossed-headword
56664,ŚivaP.,ŚivaP.,real,crossed-headword
56749,MBh.,MBh.,real,same-cluster
56778,Gal.,Gal.,real,same-cluster
56959,"Pāṇ. iv, 2, 104",Pāṇ.,real,crossed-headword
56989,L.,L.,meta,same-cluster
56990,L.,L.,meta,crossed-headword
56999,"Bhpr. iii, 159.",Bhpr.,real,crossed-headword
57028,Kāś.,Kāś.,real,same-cluster
57060,"VarBṛS. xiv, 30",VarBṛS.,real,same-cluster
57087,Pat.,Pat.,real,crossed-headword
57090,"Pāṇ. v, 3, 116.",Pāṇ.,real,crossed-headword
57261.1,Kāś.,Kāś.,real,same-cluster
57305,"VarBṛ. i, 7",VarBṛ.,real,crossed-headword
57317,Kulārṇ.,Kulārṇ.,real,same-cluster
57326,Tantras.,Tantras.,real,crossed-headword
57332,Suśr.,Suśr.,real,same-cluster
57373,Kāś.,Kāś.,real,crossed-headword
57374,Kāś.,Kāś.,real,crossed-headword
57461,Ratnāv.,Ratnāv.,real,crossed-headword
57490,Sāh.,Sāh.,real,crossed-headword
57549,VarBṛS.,VarBṛS.,real,same-cluster
57596,Kāś.,Kāś.,real,crossed-headword
57603,"Dhātup. xxvi, 26",Dhātup.,real,same-cluster
57606,"Dhātup. xiv, 14",Dhātup.,real,same-cluster
57634,Līl.,Līl.,real,crossed-headword
57645,Dhanv.,Dhanv.,real,crossed-headword
57695,"Mn. iv, 214.",Mn.,real,crossed-headword
57729,KāṭhAnukr.,KāṭhAnukr.,real,crossed-headword
57748,"Dhātup. xix, 9",Dhātup.,real,same-cluster
57763,Prāt.,Prāt.,real,same-cluster
57954,Kād.,Kād.,real,same-cluster
57956,Pat.,Pat.,real,crossed-headword
57973,Sarvad.,Sarvad.,real,crossed-headword
57974,Sarvad.,Sarvad.,real,crossed-headword
57975,Sarvad.,Sarvad.,real,crossed-headword
58062,Yājñ.,Yājñ.,real,same-cluster
58175,Kād.,Kād.,real,crossed-headword
58218,"Dhātup. vii, 4",Dhātup.,real,same-cluster
58329,L.,L.,meta,crossed-headword
58406,"Bhartṛ. i, 80",Bhartṛ.,real,same-cluster
58469,L.,L.,meta,crossed-headword
58470,L.,L.,meta,crossed-headword
58521,"Pāṇ. iv, 1, 80.",Pāṇ.,real,crossed-headword
58536,"Pāṇ. vii, 2, 117",Pāṇ.,real,crossed-headword
58542,"Dhātup. iii, 35",Dhātup.,real,same-cluster
58600,"iii, 36",iii,real,crossed-headword
58601,"iii, 36",iii,real,crossed-headword
58673,"Dhātup. xvi, 6",Dhātup.,real,same-cluster
58673,"Dhātup. xvi, 6",Dhātup.,real,same-cluster
58737,"Dhātup. xix, 7",Dhātup.,real,same-cluster
58811,L.,L.,meta,crossed-headword
59133,"Dhātup. xxxii, 77",Dhātup.,real,same-cluster
59154,Vop.,Vop.,real,same-cluster
59195,Suśr.,Suśr.,real,crossed-headword
59251,RāmatUp.,RāmatUp.,real,crossed-headword
59252,RāmatUp.,RāmatUp.,real,crossed-headword
59253,RāmatUp.,RāmatUp.,real,crossed-headword
59254,RāmatUp.,RāmatUp.,real,crossed-headword
59257,"Baudh. iv, 7, 5.",Baudh.,real,crossed-headword
59320,VarBṛS.,VarBṛS.,real,crossed-headword
59433,"BhP. vii, 7, 40",BhP.,real,same-cluster
59502,"Kathās. lxxv, 121",Kathās.,real,same-cluster
59518,L.,L.,meta,same-cluster
59605,20.,20.,real,crossed-headword
59626,Vāsav.,Vāsav.,real,same-cluster
59635,"TS. iii, 4, 3, 2.",TS.,real,crossed-headword
59658,"lvii, 8",lvii,real,crossed-headword
59860,"MBh. xiii, 7584",MBh.,real,same-cluster
59902,"Pāṇ. iv, 1, 131",Pāṇ.,real,same-cluster
60057,Kād.,Kād.,real,same-cluster
60122,Hariv. 9183,Hariv.,real,same-cluster
60147,"MBh. xii, 10384",MBh.,real,same-cluster
60157,"Dhātup. xxviii, 54",Dhātup.,real,same-cluster
60177,"xiii, 3259",xiii,real,same-cluster
60261,"Pāṇ. iii, 2, 21",Pāṇ.,real,same-cluster
60408,3850 ff.,3850,real,crossed-headword
60464,1750,1750,real,same-cluster
60486,Kāś.,Kāś.,real,crossed-headword
60487,Kāś.,Kāś.,real,crossed-headword
60511,"Bādar. iv, 3, 1",Bādar.,real,crossed-headword
60541,"Uttarar. ii, 29.",Uttarar.,real,crossed-headword
60542,"Uttarar. ii, 29.",Uttarar.,real,crossed-headword
60543,"Uttarar. ii, 29.",Uttarar.,real,crossed-headword
60561,Suśr.,Suśr.,real,crossed-headword
60567,Pat.,Pat.,real,crossed-headword
60652,"Dhātup. xviii, 4.",Dhātup.,real,same-cluster
60656,Kuval.,Kuval.,real,crossed-headword
60863,"Dhātup. xxxi, 59",Dhātup.,real,same-cluster
60863,"Dhātup. xxxi, 59",Dhātup.,real,same-cluster
60863,"Dhātup. xxxi, 59",Dhātup.,real,same-cluster
60911,"Suśr. i, 46, 62.",Suśr.,real,crossed-headword
60938.1,PSarv.,PSarv.,real,crossed-headword
60950,Gal.,Gal.,real,crossed-headword
60972.10,Gal.,Gal.,real,same-cluster
60980,Kāś.,Kāś.,real,crossed-headword
60998,"Uṇ., Sch.",Uṇ.,real,same-cluster
61102,VarBṛ.,VarBṛ.,real,crossed-headword
61228,"Dhātup. iii, 13",Dhātup.,real,same-cluster
61254,Suśr.,Suśr.,real,crossed-headword
61263,L.,L.,meta,crossed-headword
61264,L.,L.,meta,crossed-headword
61318,"Uṇ. iv, 161",Uṇ.,real,same-cluster
61335,L.,L.,meta,crossed-headword
61336,L.,L.,meta,crossed-headword
61370,"MBh. iii, 33, 66.",MBh.,real,crossed-headword
61395,Pat.,Pat.,real,crossed-headword
61481,Siddh.,Siddh.,real,crossed-headword
61496,Uṇ.,Uṇ.,real,same-cluster
61509,"Dhātup. vii, 54",Dhātup.,real,same-cluster
61509,"Dhātup. vii, 54",Dhātup.,real,same-cluster
61581,"Dhātup. xv, 38",Dhātup.,real,same-cluster
61610,W.,W.,meta,crossed-headword
61632,L.,L.,meta,crossed-headword
61700,Uṇ.,Uṇ.,real,same-cluster
61709,Bhpr.,Bhpr.,real,crossed-headword
61710,Bhpr.,Bhpr.,real,crossed-headword
61724,Bhpr.,Bhpr.,real,crossed-headword
61729,"Rājat. i, 90.",Rājat.,real,crossed-headword
61746,Kāś.,Kāś.,real,crossed-headword
61772,Gaṇar. 286,Gaṇar.,real,crossed-headword
61789,Bhaṭṭ.,Bhaṭṭ.,real,same-cluster
61799,"TĀr. i, 12, 4.",TĀr.,real,crossed-headword
61800,"TĀr. i, 12, 4.",TĀr.,real,crossed-headword
61850,"Pāṇ. v, 1, 58",Pāṇ.,real,crossed-headword
61855,Pat.,Pat.,real,crossed-headword
61865,"Pravar. ii, 2, 1.",Pravar.,real,crossed-headword
61875,"Mn. xi, 96",Mn.,real,crossed-headword
61901,"Dhātup. ix, 15",Dhātup.,real,same-cluster
61905,"Pāṇ. vii, 1, 59",Pāṇ.,real,same-cluster
61907,Uṇvṛ.,Uṇvṛ.,real,same-cluster
61911,"ii, 13",ii,real,same-cluster
61970,Npr.,Npr.,real,crossed-headword
61981,"Dhātup. xxviii, 52",Dhātup.,real,same-cluster
61989,Pat.,Pat.,real,crossed-headword
62029,"Pāṇ. vi, 2, 126",Pāṇ.,real,same-cluster
62029,Kāś.,Kāś.,real,same-cluster
62077,"Dhātup. xxii, 15",Dhātup.,real,same-cluster
62077,"Dhātup. xxii, 15",Dhātup.,real,same-cluster
62077,"Dhātup. xxii, 15",Dhātup.,real,same-cluster
62077,"Dhātup. xxii, 15",Dhātup.,real,same-cluster
62112,MBh.,MBh.,real,same-cluster
62210,Siddhāntaś.,Siddhāntaś.,real,same-cluster
62295,"Vop. iv, 8.",Vop.,real,crossed-headword
62305,"Dhātup. vii, 72",Dhātup.,real,same-cluster
62362,"R. iv, 12, 45.",R.,real,crossed-headword
62504,Gaṇar. 91,Gaṇar.,real,crossed-headword
62518,Kpr.,Kpr.,real,same-cluster
62605.1,TBr. ii,TBr.,real,same-cluster
62750,VarBṛS.,VarBṛS.,real,same-cluster
62847,"Uṇ. i, 7",Uṇ.,real,same-cluster
62929,MBh.,MBh.,real,same-cluster
62938,Suśr.,Suśr.,real,crossed-headword
62963,"26, 2",26,real,crossed-headword
62964,"26, 2",26,real,crossed-headword
62965,"26, 2",26,real,crossed-headword
63278,ŚBr. xi,ŚBr.,real,same-cluster
63393,Buddh.,Buddh.,real,crossed-headword
63396,Siṃhās.,Siṃhās.,real,same-cluster
63583,"Rājat. viii, 858.",Rājat.,real,crossed-headword
63584,"Rājat. viii, 858.",Rājat.,real,crossed-headword
63625,Dāyabh.,Dāyabh.,real,crossed-headword
63627,"Uṇ. iii, 113",Uṇ.,real,same-cluster
63679,L.,L.,meta,crossed-headword
63680,L.,L.,meta,crossed-headword
63839,Pat.,Pat.,real,crossed-headword
63843,Pat.,Pat.,real,crossed-headword
63845,Pat.,Pat.,real,crossed-headword
63859,Suśr.,Suśr.,real,same-cluster
63914,Dhātup.,Dhātup.,real,same-cluster
64081,"iii, 12",iii,real,same-cluster
64150,Sāh.,Sāh.,real,crossed-headword
64173,"Uṇ. ii, 123",Uṇ.,real,same-cluster
64301,"RV. viii, 1, 20",RV.,real,crossed-headword
64305,"Vop. xxi, 7.",Vop.,real,crossed-headword
64458,L.,L.,meta,crossed-headword
64459,L.,L.,meta,crossed-headword
64550,"Uṇ. i, 73",Uṇ.,real,same-cluster
64551,"Uṇ. i, 73",Uṇ.,real,same-cluster
64552,"Uṇ. i, 73",Uṇ.,real,same-cluster
64720,Hcat.,Hcat.,real,crossed-headword
64746,"Suśr. i, 46, 4, 28.",Suśr.,real,crossed-headword
64759,Dhātup.,Dhātup.,real,same-cluster
64769,Bhoj.,Bhoj.,real,crossed-headword
64770,Bhoj.,Bhoj.,real,crossed-headword
64775,Bhoj.,Bhoj.,real,crossed-headword
64863,"AitBr. v, 2, 12.",AitBr.,real,crossed-headword
64864,"AitBr. v, 2, 12.",AitBr.,real,crossed-headword
64865,"AitBr. v, 2, 12.",AitBr.,real,crossed-headword
64910,Kāś.,Kāś.,real,crossed-headword
64911,Kāś.,Kāś.,real,crossed-headword
64912,Kāś.,Kāś.,real,same-cluster
64932,Pat.,Pat.,real,same-cluster
64933,Pat.,Pat.,real,same-cluster
64960,"Pravar. i, 7.",Pravar.,real,crossed-headword
65017,"Pravar. iii, 1",Pravar.,real,crossed-headword
65018,Gaṇar.,Gaṇar.,real,crossed-headword
65167,Śāntiś.,Śāntiś.,real,crossed-headword
65288.1,SV.,SV.,real,same-cluster
65306,Buddh.,Buddh.,real,crossed-headword
65337,"Vop. xxvi, 167.",Vop.,real,crossed-headword
65338,"Vop. xxvi, 167.",Vop.,real,crossed-headword
65461,Kāś.,Kāś.,real,crossed-headword
65470,Kāś.,Kāś.,real,crossed-headword
65716,Bhar.,Bhar.,real,crossed-headword
65827,"Dhātup. xxxii, 46",Dhātup.,real,same-cluster
65925,"Pañcat. ii, 6, 10/11",Pañcat.,real,same-cluster
65978,"xxvi, 45",xxvi,real,same-cluster
65978,"xxxiii, 21",xxxiii,real,same-cluster
66322,Buddh.,Buddh.,real,crossed-headword
66434,Kāś.,Kāś.,real,same-cluster
66442,"MBh. v, 932",MBh.,real,same-cluster
66443,"MBh. v, 932",MBh.,real,same-cluster
66810,"Dhātup. xxxiii, 33",Dhātup.,real,same-cluster
66817,"Dhātup. x, 8",Dhātup.,real,same-cluster
66832,Kāś.,Kāś.,real,crossed-headword
66833,Kāś.,Kāś.,real,crossed-headword
66842,"VarYogay. ii, 5.",VarYogay.,real,crossed-headword
66843,"VarYogay. ii, 5.",VarYogay.,real,crossed-headword
66844,"VarYogay. ii, 5.",VarYogay.,real,crossed-headword
66845,"VarYogay. ii, 5.",VarYogay.,real,crossed-headword
66847,"Bhaṭṭ. v, 41.",Bhaṭṭ.,real,crossed-headword
66848,"Bhaṭṭ. v, 41.",Bhaṭṭ.,real,crossed-headword
66849,"Bhaṭṭ. v, 41.",Bhaṭṭ.,real,crossed-headword
66933,R.,R.,real,same-cluster
66989,Suśr.,Suśr.,real,crossed-headword
67040,Pat.,Pat.,real,crossed-headword
67237,Buddh.,Buddh.,real,same-cluster
67238,Buddh.,Buddh.,real,same-cluster
67247,"vi, 364",vi,real,same-cluster
67520,"Bhpr. v, 5, 67.",Bhpr.,real,crossed-headword
67672,Gaṇar. 435 f.,Gaṇar.,real,crossed-headword
67700,Npr.,Npr.,real,crossed-headword
67720.2,RTL. p. 305,RTL.,real,crossed-headword
67720.3,RTL. p. 305,RTL.,real,crossed-headword
67720.4,RTL. p. 305,RTL.,real,crossed-headword
67720.5,RTL. p. 305,RTL.,real,crossed-headword
67746,"Pāṇ. vi, 2, 41",Pāṇ.,real,crossed-headword
67782.3,BhavP.,BhavP.,real,crossed-headword
67819,L.,L.,meta,crossed-headword
67820,L.,L.,meta,crossed-headword
67821,L.,L.,meta,crossed-headword
67829,"Gobh. iii, 1, 28.",Gobh.,real,crossed-headword
67830,"Gobh. iii, 1, 28.",Gobh.,real,crossed-headword
68036,"Lalit. iii, 88 f.",Lalit.,real,crossed-headword
68037,"Lalit. iii, 88 f.",Lalit.,real,crossed-headword
68038,"Lalit. iii, 88 f.",Lalit.,real,crossed-headword
68049,"TāṇḍyaBr. xvi, 2, 3 f.",TāṇḍyaBr.,real,crossed-headword
68050,"TāṇḍyaBr. xvi, 2, 3 f.",TāṇḍyaBr.,real,crossed-headword
68051,"TāṇḍyaBr. xvi, 2, 3 f.",TāṇḍyaBr.,real,crossed-headword
68052,"TāṇḍyaBr. xvi, 2, 3 f.",TāṇḍyaBr.,real,crossed-headword
68053,"TāṇḍyaBr. xvi, 2, 3 f.",TāṇḍyaBr.,real,crossed-headword
68054,"TāṇḍyaBr. xvi, 2, 3 f.",TāṇḍyaBr.,real,crossed-headword
68105,"Pāṇ. vi, 2, 100.",Pāṇ.,real,crossed-headword
68129,"Sarvad. xv, 289.",Sarvad.,real,crossed-headword
68221,Kāś.,Kāś.,real,crossed-headword
68261,L.,L.,meta,same-cluster
68314,"Pravar. iii, 4",Pravar.,real,crossed-headword
68407,Kāś.,Kāś.,real,crossed-headword
68421,"AitBr. vi, 30, 8.",AitBr.,real,crossed-headword
68516,"Car. vi, 11.",Car.,real,crossed-headword
68580,Sūryas.,Sūryas.,real,same-cluster
68834,"Yājñ. i, 176.",Yājñ.,real,crossed-headword
68845,Kāś.,Kāś.,real,crossed-headword
68846,Pat.,Pat.,real,crossed-headword
68905,KātyŚr.,KātyŚr.,real,crossed-headword
68926,Kāś.,Kāś.,real,crossed-headword
68934,Gaṇar. 410,Gaṇar.,real,same-cluster
68935,Gaṇar. 410,Gaṇar.,real,crossed-headword
69008,Kāś.,Kāś.,real,crossed-headword
69112,"Dhātup. vii, 17",Dhātup.,real,same-cluster
69156,"AV. vii, 109, 5.",AV.,real,crossed-headword
69157,"AV. vii, 109, 5.",AV.,real,crossed-headword
69158,"AV. vii, 109, 5.",AV.,real,crossed-headword
69165,8,8,real,same-cluster
69165,8,8,real,same-cluster
69199,"Uṇ. ii, 65",Uṇ.,real,crossed-headword
69200,"Uṇ. ii, 65",Uṇ.,real,crossed-headword
69202,Pat.,Pat.,real,same-cluster
69215,"Dhātup. xvi, 50",Dhātup.,real,same-cluster
69219,"Dhātup. xxxiii, 49",Dhātup.,real,same-cluster
69312,Pat.,Pat.,real,crossed-headword
69337,"Vop. xxv, 45",Vop.,real,crossed-headword
69709,Gaṇar.,Gaṇar.,real,crossed-headword
69817,Npr.,Npr.,real,crossed-headword
69915,"AitĀr. iii, 2, 4, 19.",AitĀr.,real,crossed-headword
69924,"Dhātup. xxvii, 46",Dhātup.,real,same-cluster
69980.2,BhP. v,BhP.,real,same-cluster
70225,L.,L.,meta,crossed-headword
70226,L.,L.,meta,crossed-headword
70227,L.,L.,meta,crossed-headword
70228,L.,L.,meta,crossed-headword
70232,W.,W.,meta,crossed-headword
70295,"Dhātup. iv, 19",Dhātup.,real,same-cluster
70322,"Dhātup. xxxii, 56",Dhātup.,real,same-cluster
70385,W.,W.,meta,crossed-headword
70717,"RV. x, 158",RV.,real,same-cluster
70777,MBh.,MBh.,real,same-cluster
70830,"Dhātup. ix, 6",Dhātup.,real,same-cluster
70830,"xxx, 47",xxx,real,same-cluster
70883,"Dhātup. xix, 34",Dhātup.,real,same-cluster
70883,"Dhātup. xix, 34",Dhātup.,real,same-cluster
71197,Divyāv. viii f.,Divyāv.,real,crossed-headword
71236.3,Nyāyam.,Nyāyam.,real,crossed-headword
71249,"vii, 2182",vii,real,same-cluster
71362,"SaṃhUp. ii, 5.",SaṃhUp.,real,crossed-headword
71482,"xiii, 6, 1, 2",xiii,real,crossed-headword
71529,"Dhātup. iii, 31",Dhātup.,real,same-cluster
71653,xxx.,xxx.,real,crossed-headword
71687,Ānand. 31,Ānand.,real,crossed-headword
71720,Divyāv.,Divyāv.,real,same-cluster
71842,Bhpr.,Bhpr.,real,same-cluster
71875,xxx.,xxx.,real,crossed-headword
72002,MBh.,MBh.,real,same-cluster
72049,Vop.,Vop.,real,same-cluster
72203,Laghuj.,Laghuj.,real,crossed-headword
72384,W.,W.,meta,crossed-headword
72385,W.,W.,meta,crossed-headword
72386,W.,W.,meta,crossed-headword
72387,W.,W.,meta,crossed-headword
72448,Bhpr.,Bhpr.,real,same-cluster
72589,MBh.,MBh.,real,same-cluster
72590,MBh.,MBh.,real,same-cluster
72625,L.,L.,meta,crossed-headword
72870,Hcat.,Hcat.,real,crossed-headword
72931,Kāś.,Kāś.,real,crossed-headword
72995,L.,L.,meta,crossed-headword
73194,9183.,9183.,real,crossed-headword
73297,Kāś.,Kāś.,real,same-cluster
73415,"Pāṇ. v, 2, 33",Pāṇ.,real,same-cluster
73459,"vii, 18, 95",vii,real,same-cluster
73986,Vop.,Vop.,real,same-cluster
73986,Vop.,Vop.,real,same-cluster
73986,Vop.,Vop.,real,same-cluster
74060,"BhP. viii, 1, 9",BhP.,real,crossed-headword
74365,L.,L.,meta,crossed-headword
74368,Dhātup.,Dhātup.,real,same-cluster
74393,"Pāṇ. vi, 2, 125.",Pāṇ.,real,crossed-headword
74506,"Dhātup. xxi, 15",Dhātup.,real,same-cluster
74558,Dhātup.,Dhātup.,real,same-cluster
74660,Kāś.,Kāś.,real,crossed-headword
74681,"Dhātup. xxxii, 62",Dhātup.,real,same-cluster
74701,Pat.,Pat.,real,same-cluster
74888,"Dhātup. xxxiv, 14",Dhātup.,real,same-cluster
74901,L.,L.,meta,crossed-headword
74905,L.,L.,meta,crossed-headword
74906,L.,L.,meta,crossed-headword
74907,L.,L.,meta,crossed-headword
75177,Ratnak.,Ratnak.,real,crossed-headword
75254,Bhojapr.,Bhojapr.,real,crossed-headword
75255,Bhojapr.,Bhojapr.,real,crossed-headword
75256,Bhojapr.,Bhojapr.,real,crossed-headword
75321,Pratāpar.,Pratāpar.,real,crossed-headword
75456,"Uṇ. iii, 1",Uṇ.,real,same-cluster
75534,"Pāṇ. vi, 2, 86.",Pāṇ.,real,crossed-headword
75534.1,Kāś.,Kāś.,real,crossed-headword
75535,Pāṇ.,Pāṇ.,real,same-cluster
75648,"VS. iv, 24.",VS.,real,crossed-headword
75692,"ŚārṅgP. cvi, 11",ŚārṅgP.,real,crossed-headword
75730,"Rājat. iv, 81.",Rājat.,real,crossed-headword
75761,Kāś.,Kāś.,real,crossed-headword
75768,Npr.,Npr.,real,crossed-headword
75799,L.,L.,meta,crossed-headword
75800,L.,L.,meta,crossed-headword
75801,L.,L.,meta,crossed-headword
75811,"Nyāyam. ix, 3, 9.",Nyāyam.,real,crossed-headword
75922,"i, 52",i,real,same-cluster
75929,"Vām. v, 2, 40",Vām.,real,same-cluster
75961,"Car. vi, 18",Car.,real,crossed-headword
76045,"Uṇ. iv, 118",Uṇ.,real,same-cluster
76066,Dhātup.,Dhātup.,real,same-cluster
76102,"Dhātup. xxix, 8",Dhātup.,real,same-cluster
76102,"xxxiv, 14",xxxiv,real,same-cluster
76111,"Car. vi, 32.",Car.,real,crossed-headword
76176,"Dhātup. xxxii, 127",Dhātup.,real,same-cluster
76488,Kāś.,Kāś.,real,crossed-headword
76550.1,Npr.,Npr.,real,same-cluster
76704,"Bhpr. v, 2, 127.",Bhpr.,real,crossed-headword
